time_s,position_mm,raw_value
1.189,2.662,10259
1.204,2.519,10281
1.219,2.383,10302
1.234,2.26,10321
1.248,2.143,10339
1.263,2.052,10353
1.278,1.937,10369
1.293,1.78,10389
1.308,1.63,10408
1.323,1.52,10422
1.338,1.37,10441
1.352,1.213,10461
1.368,1.094,10476
1.382,0.994,10489
1.397,0.861,10510
1.412,0.816,10517
1.427,0.696,10536
1.442,0.57,10556
1.457,0.494,10568
1.472,0.411,10581
1.487,0.342,10592
1.502,0.253,10606
1.516,0.127,10626
1.531,0.057,10637
1.546,0.0,10648
1.561,0.019,10643
1.576,0.0,10646
1.591,0.006,10645
1.606,0.0,10648
1.62,0.006,10645
1.636,0.006,10645
1.651,0.006,10645
1.665,0.0,10646
1.68,0.0,10646
1.695,0.006,10645
