cycle,time_s,position_mm,read_count,raw_rate_hz
10,0.3791,21.4038,2,200.0
10,0.3891,21.9474,2,200.0
10,0.3991,22.3143,2,200.0
10,0.4091,22.504,2,200.0
10,0.4192,22.6254,2,200.0
10,0.4292,22.8023,2,200.0
10,0.4391,22.9514,3,300.0
10,0.4491,22.9399,2,200.0
10,0.4591,22.9353,2,200.0
10,0.4691,22.9434,2,200.0
10,0.4791,22.9503,2,200.0
10,0.4891,22.9503,2,200.0
10,0.4991,22.9503,3,300.0
10,0.5091,22.9399,2,200.0
10,0.5191,22.9306,2,200.0
10,0.5291,22.9318,2,200.0
10,0.5391,22.926,2,200.0
10,0.5491,22.9318,2,200.0
10,0.5591,22.9329,3,300.0
10,0.5691,22.8994,2,200.0
10,0.5791,22.8197,2,200.0
10,0.5891,22.7225,2,200.0
10,0.5991,22.6104,2,200.0
10,0.6091,22.4694,2,200.0
10,0.6191,22.2081,3,300.0
10,0.6291,22.0361,2,200.0
10,0.6391,21.8842,2,200.0
10,0.6491,21.7388,2,200.0
10,0.6591,21.5388,2,200.0
10,0.6691,21.244,2,200.0
10,0.6791,20.9032,2,200.0
10,0.6891,20.4713,2,200.0
10,0.6991,19.7053,3,300.0
10,0.7091,19.2133,2,200.0
10,0.7191,18.6827,2,200.0
10,0.7291,18.0808,2,200.0
10,0.7391,17.4279,2,200.0
10,0.7491,16.3508,3,300.0
10,0.7591,15.4958,2,200.0
10,0.7691,14.5703,2,200.0
10,0.7791,13.5492,2,200.0
10,0.7892,11.7406,3,300.0
10,0.7991,10.3578,2,200.0
10,0.8091,9.1332,2,200.0
10,0.8191,8.1427,2,200.0
10,0.8292,7.7053,2,200.0
10,0.8391,7.4002,2,200.0
10,0.8491,6.1476,3,300.0
10,0.8591,5.65,2,200.0
10,0.8691,5.4851,2,200.0
10,0.8791,5.2188,2,200.0
10,0.8891,4.9971,2,200.0
10,0.8992,5.0074,2,200.0
10,0.9092,4.9418,2,200.0
10,0.9192,4.9292,2,200.0
10,0.9292,4.9006,3,300.0
10,0.9391,4.8926,2,200.0
10,0.9491,4.8869,2,200.0
10,0.9591,4.8869,2,200.0
10,0.9691,4.88,2,200.0
10,0.9791,4.8823,3,300.0
10,0.9891,4.8537,2,200.0
10,0.9991,4.7851,2,200.0
10,1.0091,4.696,2,200.0
10,1.0191,4.6206,2,200.0
10,1.0291,4.5383,2,200.0
10,1.0391,4.4411,2,200.0
10,1.0491,4.3371,3,300.0
10,1.0591,4.2731,2,200.0
10,1.0691,4.1714,2,200.0
10,1.0791,4.0994,2,200.0
10,1.0891,4.0258,2,200.0
10,1.0991,3.8881,3,300.0
10,1.1091,3.8012,2,200.0
10,1.1191,3.7212,2,200.0
10,1.1291,3.6494,2,200.0
10,1.1391,3.5812,2,200.0
10,1.1491,3.4906,2,200.0
10,1.1592,3.4129,2,200.0
10,1.1692,3.3235,2,200.0
10,1.1792,3.2412,2,200.0
10,1.1891,3.12,3,300.0
10,1.1991,3.045,2,200.0
10,1.2091,2.9579,2,200.0
10,1.2191,2.8508,2,200.0
10,1.2291,2.6902,3,300.0
10,1.2391,2.5836,2,200.0
10,1.2491,2.482,2,200.0
10,1.2591,2.3689,2,200.0
10,1.2691,2.2623,2,200.0
10,1.2791,2.1672,2,200.0
10,1.2891,2.069,2,200.0
10,1.2991,1.9694,2,200.0
10,1.3092,1.8736,2,200.0
10,1.3192,1.7931,2,200.0
10,1.3291,1.6722,3,300.0
10,1.3391,1.5847,2,200.0
10,1.3491,1.4986,2,200.0
10,1.3591,1.4111,2,200.0
10,1.3691,1.3569,2,200.0
10,1.3791,1.2472,3,300.0
10,1.3891,1.1319,2,200.0
10,1.3991,1.0433,2,200.0
10,1.4091,0.9753,2,200.0
10,1.4191,0.9304,2,200.0
10,1.4291,0.8584,2,200.0
10,1.4391,0.795,2,200.0
10,1.4491,0.7267,2,200.0
10,1.4592,0.6584,2,200.0
10,1.4692,0.5826,2,200.0
10,1.4791,0.4807,3,300.0
10,1.4891,0.4211,2,200.0
10,1.4991,0.364,2,200.0
10,1.5091,0.3193,2,200.0
10,1.5191,0.2385,2,200.0
10,1.5291,0.1304,3,300.0
10,1.5391,0.0733,2,200.0
10,1.5491,0.0224,2,200.0
10,1.5591,0.0025,2,200.0
10,1.5691,0.0,2,200.0
10,1.5791,0.0,3,300.0
10,1.5891,0.0,2,200.0
10,1.5991,0.0,2,200.0
10,1.6091,0.0,2,200.0
10,1.6191,0.0,2,200.0
10,1.6291,0.0,2,200.0
10,1.6392,0.0,2,200.0
10,1.6491,0.0,3,300.0
10,1.6591,0.0,2,200.0
10,1.6691,0.0,2,200.0
10,1.6791,0.0,2,200.0
10,1.6891,0.0,2,200.0
