time_s,position_mm,raw_value
0.004,0.0,10701
0.034,0.0,10703
0.064,0.0,10699
0.093,0.0,10702
0.122,0.0,10698
0.151,0.0,10702
0.181,0.0,10701
0.211,0.0,10700
0.24,0.0,10695
0.27,0.0,10702
0.3,0.0,10702
0.33,0.0,10700
0.358,0.0,10702
0.387,0.0,10700
0.417,0.0,10704
0.447,0.0,10702
0.475,0.0,10700
0.504,0.0,10702
0.534,0.0,10702
0.563,0.0,10702
0.592,0.0,10706
0.621,0.0,10704
0.651,0.0,10705
0.68,0.0,10693
0.709,0.0,10707
0.738,0.0,10702
0.768,0.0,10694
0.798,0.0,10702
0.828,0.0,10696
0.857,0.0,10701
0.886,0.0,10702
0.916,0.0,10701
0.946,0.0,10701
0.974,0.0,10703
1.003,0.0,10704
1.033,0.0,10701
1.063,0.0,10702
1.091,0.0,10703
1.12,0.0,10702
1.149,0.0,10701
1.178,0.0,10703
1.208,0.0,10694
1.236,0.0,10704
1.265,0.0,10702
1.295,0.0,10702
1.324,0.0,10704
1.353,0.0,10703
1.382,0.0,10697
1.411,0.0,10702
1.441,0.0,10695
1.469,0.0,10700
1.498,0.0,10702
1.528,0.0,10593
1.558,1.277,10419
1.588,3.505,10103
1.616,6.298,9657
1.645,8.886,9306
1.675,13.237,8302
1.705,17.145,7685
1.734,19.123,7339
1.764,19.922,7172
1.794,20.353,7094
1.824,20.326,7099
1.852,20.326,7099
1.881,20.303,7103
1.911,20.342,7096
1.939,20.105,7139
1.968,19.757,7202
1.998,19.286,7303
2.028,18.23,7490
2.057,16.745,7748
2.086,14.808,8048
2.115,12.266,8494
2.145,8.577,9379
2.174,5.11,9835
2.204,2.745,10216
2.233,2.244,10287
2.263,2.223,10290
2.293,2.23,10289
2.323,2.223,10290
2.353,2.117,10305
2.382,1.815,10347
2.411,1.517,10387
2.44,1.315,10414
2.469,1.024,10449
2.499,0.677,10490
2.528,0.46,10517
2.558,0.222,10547
2.588,0.0,10581
2.616,0.0,10605
2.645,0.0,10638
2.675,0.0,10659
2.705,0.0,10686
2.735,0.0,10704
2.764,0.0,10701
2.793,0.0,10704
2.822,0.0,10700
2.852,0.0,10702
2.88,0.0,10704
2.909,0.0,10704
2.938,0.0,10702
2.968,0.0,10695
2.997,0.0,10701
3.026,0.0,10701
3.055,0.0,10705
3.084,0.0,10704
3.114,0.0,10700
3.142,0.0,10695
3.171,0.0,10696
3.201,0.0,10694
3.23,0.0,10698
3.259,0.0,10698
3.288,0.0,10695
3.318,0.0,10695
3.347,0.0,10708
3.377,0.0,10703
3.406,0.0,10693
3.436,0.0,10699
3.465,0.0,10696
3.494,0.0,10697
3.523,0.0,10703
3.553,0.0,10692
3.582,0.0,10700
3.611,0.0,10703
3.639,0.0,10704
3.669,0.0,10700
3.698,0.0,10702
3.728,0.0,10698
3.757,0.0,10703
3.786,0.0,10690
3.816,0.0,10704
3.845,0.0,10694
3.875,0.0,10691
3.905,0.0,10695
3.934,0.0,10704
3.964,0.0,10694
3.994,0.0,10702
4.024,0.0,10693
4.053,0.0,10703
4.083,0.0,10693
4.113,0.0,10703
4.143,0.0,10694
