time_s,position_mm,raw_value
0.004,1.838,10344
0.034,1.569,10380
0.064,1.292,10417
0.093,0.931,10460
0.123,0.686,10489
0.153,0.452,10518
0.182,0.198,10550
0.211,0.0,10578
0.24,0.0,10601
0.27,0.0,10632
0.3,0.0,10657
0.329,0.0,10681
0.358,0.0,10696
0.387,0.0,10704
0.417,0.0,10701
0.447,0.0,10697
0.476,0.0,10701
0.505,0.0,10698
0.534,0.0,10701
0.563,0.0,10705
0.593,0.0,10696
0.622,0.0,10694
0.651,0.0,10696
0.681,0.0,10696
0.71,0.0,10697
0.739,0.0,10698
0.769,0.0,10706
0.799,0.0,10696
0.829,0.0,10696
0.858,0.0,10700
0.887,0.0,10697
0.917,0.0,10696
0.946,0.0,10696
0.976,0.0,10702
1.005,0.0,10701
1.034,0.0,10703
1.063,0.0,10699
1.093,0.0,10701
1.121,0.0,10700
1.15,0.0,10698
1.179,0.0,10698
1.208,0.0,10698
1.237,0.0,10699
1.266,0.0,10701
1.295,0.0,10697
1.325,0.0,10701
1.354,0.0,10701
1.383,0.0,10699
1.413,0.0,10702
1.442,0.0,10698
1.471,0.0,10700
1.501,0.0,10698
1.53,0.0,10702
1.56,0.0,10699
1.59,0.0,10698
1.619,0.0,10700
1.648,0.0,10703
1.677,0.0,10701
1.707,0.0,10704
1.736,0.0,10704
1.765,0.0,10691
1.794,0.0,10703
1.824,0.0,10702
1.853,0.0,10699
1.881,0.0,10702
1.91,0.0,10704
1.939,0.0,10701
1.969,0.0,10703
1.998,0.0,10705
2.027,0.0,10700
2.056,0.0,10702
2.086,0.0,10699
2.116,0.0,10702
2.144,0.0,10701
2.174,0.0,10698
2.203,0.0,10700
2.232,0.0,10700
2.26,0.0,10701
2.289,0.0,10701
2.319,0.0,10701
2.349,0.0,10699
2.378,0.0,10700
2.407,0.0,10701
2.437,0.0,10702
2.466,0.0,10704
2.495,0.0,10695
2.523,0.0,10704
2.552,0.0,10703
2.582,0.0,10701
2.611,0.0,10702
2.639,0.0,10700
2.669,0.0,10696
2.698,0.0,10701
