stroke_no,direction,time_s,position_mm,raw_value
4,DOWN,0.0132,0.3918,10548
4,DOWN,0.0182,0.2982,10564
4,DOWN,0.023,0.2632,10570
4,DOWN,0.0269,0.2982,10564
4,DOWN,0.0313,0.3041,10563
4,DOWN,0.036,0.2573,10571
4,DOWN,0.0412,0.269,10569
4,DOWN,0.046,0.2281,10576
4,DOWN,0.0511,0.2632,10570
4,DOWN,0.056,0.2456,10573
4,DOWN,0.0609,0.2807,10567
4,DOWN,0.0657,0.2398,10574
4,DOWN,0.0708,0.2632,10570
4,DOWN,0.0757,0.2632,10570
4,DOWN,0.0796,0.269,10569
4,DOWN,0.0839,0.2515,10572
4,DOWN,0.0888,0.2398,10574
4,DOWN,0.0937,0.2456,10573
4,DOWN,0.0986,0.2456,10573
4,DOWN,0.1035,0.2573,10571
4,DOWN,0.1087,0.2398,10574
4,DOWN,0.1135,0.2456,10573
4,DOWN,0.1186,0.2632,10570
4,DOWN,0.1234,0.2398,10574
4,DOWN,0.1284,0.2456,10573
4,DOWN,0.1333,0.2515,10572
4,DOWN,0.1382,0.2515,10572
4,DOWN,0.1422,0.2632,10570
4,DOWN,0.1464,0.2632,10570
4,DOWN,0.1513,0.2632,10570
4,DOWN,0.1562,0.2281,10576
4,DOWN,0.1611,0.2456,10573
4,DOWN,0.166,0.2573,10571
4,DOWN,0.1699,0.269,10569
4,DOWN,0.1742,0.2749,10568
4,DOWN,0.179,0.2515,10572
4,DOWN,0.184,0.2632,10570
4,DOWN,0.1889,0.2632,10570
4,DOWN,0.1938,0.2456,10573
4,DOWN,0.1977,0.2515,10572
4,DOWN,0.2019,0.2456,10573
4,DOWN,0.2068,0.2865,10566
4,DOWN,0.2117,0.2807,10567
4,DOWN,0.2166,0.2982,10564
4,DOWN,0.2205,0.2222,10577
4,DOWN,0.2248,0.2982,10564
4,DOWN,0.2297,0.2573,10571
4,DOWN,0.2346,0.2573,10571
4,DOWN,0.2395,0.2398,10574
4,DOWN,0.2444,0.2865,10566
4,DOWN,0.2483,0.2222,10577
4,DOWN,0.2525,0.2222,10577
4,DOWN,0.2575,0.2222,10577
4,DOWN,0.2624,0.2281,10576
4,DOWN,0.2673,0.2632,10570
4,DOWN,0.2712,0.2749,10568
4,DOWN,0.2751,0.2515,10572
4,DOWN,0.2793,0.2398,10574
4,DOWN,0.2842,0.2632,10570
4,DOWN,0.2891,0.2573,10571
4,DOWN,0.2941,0.2573,10571
4,DOWN,0.2979,0.2281,10576
4,DOWN,0.3022,0.2281,10576
4,DOWN,0.3072,0.2281,10576
4,DOWN,0.312,0.2515,10572
4,DOWN,0.3169,0.2632,10570
4,DOWN,0.3218,0.2632,10570
4,DOWN,0.3258,0.2573,10571
4,DOWN,0.33,0.2164,10578
4,DOWN,0.3349,0.2398,10574
4,DOWN,0.3398,0.2749,10568
4,DOWN,0.3447,0.2339,10575
4,DOWN,0.3497,0.2398,10574
4,DOWN,0.3536,0.2865,10566
4,DOWN,0.3578,0.2339,10575
4,DOWN,0.3627,0.2807,10567
4,DOWN,0.3676,0.2749,10568
4,DOWN,0.3725,0.2105,10579
4,DOWN,0.3775,0.2924,10565
4,DOWN,0.3814,0.2398,10574
4,DOWN,0.3856,0.2456,10573
4,DOWN,0.3905,0.2398,10574
4,DOWN,0.3954,0.2515,10572
4,DOWN,0.4003,0.2398,10574
4,DOWN,0.4042,0.2456,10573
4,DOWN,0.4082,0.2515,10572
4,DOWN,0.4124,0.2456,10573
4,DOWN,0.4173,0.2281,10576
4,DOWN,0.4222,0.2339,10575
4,DOWN,0.4271,0.2398,10574
4,DOWN,0.431,0.2281,10576
4,DOWN,0.4353,0.2339,10575
4,DOWN,0.4402,0.2339,10575
4,DOWN,0.4451,0.269,10569
4,DOWN,0.45,0.2573,10571
4,DOWN,0.4549,0.2515,10572
4,DOWN,0.4588,0.269,10569
4,DOWN,0.463,0.2573,10571
4,DOWN,0.468,0.2749,10568
4,DOWN,0.4729,0.269,10569
4,DOWN,0.4778,0.2749,10568
4,DOWN,0.4827,0.269,10569
4,DOWN,0.4866,0.2807,10567
4,DOWN,0.4908,0.2456,10573
4,DOWN,0.4957,0.2632,10570
4,DOWN,0.5007,0.2573,10571
4,DOWN,0.5056,0.2515,10572
4,DOWN,0.5105,0.2339,10575
4,DOWN,0.5144,0.2456,10573
4,DOWN,0.5186,0.2456,10573
4,DOWN,0.5235,0.2339,10575
4,DOWN,0.5284,0.2398,10574
4,DOWN,0.5334,0.2456,10573
4,DOWN,0.5386,0.2515,10572
4,DOWN,0.5433,0.2515,10572
4,DOWN,0.5484,0.269,10569
4,DOWN,0.5533,0.2339,10575
4,DOWN,0.5584,0.2573,10571
4,DOWN,0.5632,0.2573,10571
4,DOWN,0.5671,0.2515,10572
4,DOWN,0.5713,0.2339,10575
4,DOWN,0.5761,0.2398,10574
4,DOWN,0.581,0.2281,10576
4,DOWN,0.5849,0.2865,10566
4,DOWN,0.5892,0.2339,10575
4,DOWN,0.5941,0.2339,10575
4,DOWN,0.5989,0.2573,10571
4,DOWN,0.6028,0.2398,10574
4,DOWN,0.6079,0.2456,10573
4,DOWN,0.6128,0.269,10569
4,DOWN,0.6178,0.2632,10570
4,DOWN,0.6229,0.2456,10573
4,DOWN,0.6278,0.2573,10571
4,DOWN,0.6326,0.2573,10571
4,DOWN,0.6375,0.2515,10572
4,DOWN,0.6414,0.2632,10570
4,DOWN,0.6457,0.3041,10563
4,DOWN,0.6506,0.2515,10572
4,DOWN,0.6565,0.2398,10574
4,DOWN,0.6614,0.2515,10572
4,DOWN,0.6653,0.2515,10572
4,DOWN,0.6695,0.2982,10564
4,DOWN,0.6745,0.2398,10574
4,DOWN,0.6793,0.2573,10571
4,DOWN,0.6843,0.2398,10574
4,DOWN,0.6892,0.2456,10573
4,DOWN,0.6931,0.2632,10570
4,DOWN,0.6973,0.269,10569
4,DOWN,0.7023,0.2456,10573
4,DOWN,0.7071,0.2164,10578
4,DOWN,0.712,0.2515,10572
4,DOWN,0.717,0.2398,10574
4,DOWN,0.7209,0.2456,10573
4,DOWN,0.7251,0.269,10569
4,DOWN,0.73,0.2749,10568
4,DOWN,0.735,0.269,10569
4,DOWN,0.7399,0.2807,10567
4,DOWN,0.7448,0.2632,10570
4,DOWN,0.7487,0.2456,10573
4,DOWN,0.753,0.2632,10570
4,DOWN,0.7579,0.269,10569
4,DOWN,0.7628,0.269,10569
4,DOWN,0.7677,0.2398,10574
4,DOWN,0.7727,0.2515,10572
4,DOWN,0.7776,0.2456,10573
4,DOWN,0.7827,0.2515,10572
4,DOWN,0.7876,0.2749,10568
4,DOWN,0.7924,0.2632,10570
4,DOWN,0.7975,0.2807,10567
4,DOWN,0.8024,0.2456,10573
4,DOWN,0.8075,0.2632,10570
4,DOWN,0.8123,0.2515,10572
4,DOWN,0.8174,0.2632,10570
4,DOWN,0.8225,0.2281,10576
4,DOWN,0.8273,0.2339,10575
4,DOWN,0.8324,0.2456,10573
4,DOWN,0.8372,0.2515,10572
4,DOWN,0.8422,0.2865,10566
4,DOWN,0.847,0.2515,10572
4,DOWN,0.8509,0.2339,10575
4,DOWN,0.8552,0.2924,10565
4,DOWN,0.8601,0.2573,10571
4,DOWN,0.865,0.2632,10570
4,DOWN,0.8699,0.2632,10570
4,DOWN,0.8748,0.2456,10573
4,DOWN,0.8787,0.2398,10574
4,DOWN,0.883,0.2632,10570
4,DOWN,0.8879,0.2281,10576
4,DOWN,0.8928,0.2573,10571
4,DOWN,0.8977,0.2456,10573
4,DOWN,0.9026,0.2339,10575
4,DOWN,0.9065,0.2339,10575
4,DOWN,0.9107,0.2632,10570
4,DOWN,0.9156,0.2632,10570
4,DOWN,0.9205,0.2456,10573
4,DOWN,0.9254,0.2398,10574
4,DOWN,0.9293,0.2807,10567
4,DOWN,0.9336,0.2573,10571
4,DOWN,0.9385,0.2632,10570
4,DOWN,0.9434,0.2456,10573
4,DOWN,0.9483,0.2573,10571
4,DOWN,0.9522,0.2924,10565
4,DOWN,0.9561,0.2573,10571
4,DOWN,0.9604,0.2515,10572
4,DOWN,0.9653,0.2632,10570
4,DOWN,0.9703,0.2573,10571
4,DOWN,0.975,0.2632,10570
4,DOWN,0.9792,0.2632,10570
4,DOWN,0.9841,0.269,10569
4,DOWN,0.989,0.2515,10572
4,DOWN,0.9939,0.2398,10574
4,DOWN,0.9979,0.2456,10573
4,DOWN,1.0021,0.269,10569
4,DOWN,1.007,0.2632,10570
4,DOWN,1.0119,0.2573,10571
4,DOWN,1.0168,0.2339,10575
4,DOWN,1.0217,0.2398,10574
4,DOWN,1.0256,0.2456,10573
4,DOWN,1.0299,0.2398,10574
4,DOWN,1.0348,0.2456,10573
4,DOWN,1.0397,0.2456,10573
4,DOWN,1.0446,0.2339,10575
4,DOWN,1.0495,0.2632,10570
4,DOWN,1.0534,0.2749,10568
4,DOWN,1.0576,0.2515,10572
4,DOWN,1.0626,0.2749,10568
4,DOWN,1.0675,0.2573,10571
4,DOWN,1.0724,0.2515,10572
4,DOWN,1.0763,0.2865,10566
4,DOWN,1.0805,0.269,10569
4,DOWN,1.0854,0.2807,10567
4,DOWN,1.0904,0.2632,10570
4,DOWN,1.0953,0.2456,10573
4,DOWN,1.0991,0.2573,10571
5,UP,-0.0029,0.2515,10572
5,UP,0.0014,0.5731,10517
5,UP,0.0063,0.848,10470
5,UP,0.011,0.9357,10455
5,UP,0.0149,0.9415,10454
5,UP,0.0192,0.7778,10482
5,UP,0.0241,0.4854,10532
5,UP,0.029,0.5263,10525
5,UP,0.0339,0.6023,10512
5,UP,0.0378,0.5848,10515
5,UP,0.042,0.4327,10541
5,UP,0.047,0.4678,10535
5,UP,0.0519,0.5322,10524
5,UP,0.0568,0.4503,10538
5,UP,0.0617,0.4386,10540
5,UP,0.0656,0.4678,10535
5,UP,0.0698,0.4444,10539
5,UP,0.0747,0.4152,10544
5,UP,0.0796,0.4327,10541
5,UP,0.0845,0.4327,10541
5,UP,0.0885,0.4386,10540
5,UP,0.0927,0.4327,10541
5,UP,0.0976,0.4211,10543
6,DOWN,-0.0025,0.4152,10544
6,DOWN,0.0024,0.2807,10567
6,DOWN,0.0074,0.2222,10577
6,DOWN,0.0112,0.3041,10563
6,DOWN,0.0155,0.2164,10578
6,DOWN,0.0204,0.2164,10578
6,DOWN,0.0253,0.2456,10573
6,DOWN,0.0302,0.2398,10574
6,DOWN,0.0351,0.1871,10583
6,DOWN,0.039,0.1988,10581
6,DOWN,0.0433,0.2281,10576
6,DOWN,0.048,0.2047,10580
6,DOWN,0.0519,0.2105,10579
6,DOWN,0.0562,0.2164,10578
6,DOWN,0.0611,0.2398,10574
6,DOWN,0.066,0.1988,10581
6,DOWN,0.0709,0.2222,10577
6,DOWN,0.0758,0.2164,10578
6,DOWN,0.0797,0.2164,10578
6,DOWN,0.0839,0.2047,10580
6,DOWN,0.0889,0.193,10582
6,DOWN,0.0938,0.1696,10586
6,DOWN,0.0987,0.2456,10573
7,UP,-0.0024,0.2632,10570
7,UP,0.0015,0.5263,10525
7,UP,0.0066,0.6608,10502
7,UP,0.0115,0.6784,10499
7,UP,0.0154,0.614,10510
7,UP,0.0196,0.4035,10546
7,UP,0.0245,0.4386,10540
7,UP,0.0295,0.4327,10541
7,UP,0.0344,0.4152,10544
7,UP,0.0393,0.4444,10539
7,UP,0.0432,0.4269,10542
7,UP,0.0474,0.4211,10543
7,UP,0.0523,0.4211,10543
7,UP,0.0572,0.4094,10545
7,UP,0.0621,0.4269,10542
7,UP,0.067,0.4269,10542
7,UP,0.0709,0.4444,10539
7,UP,0.0752,0.4211,10543
7,UP,0.0801,0.4094,10545
7,UP,0.085,0.3918,10548
7,UP,0.0899,0.386,10549
7,UP,0.0938,0.4094,10545
7,UP,0.0977,0.3918,10548
8,DOWN,-0.003,0.3801,10550
8,DOWN,0.0019,0.2807,10567
8,DOWN,0.0069,0.1988,10581
8,DOWN,0.0118,0.2749,10568
8,DOWN,0.0169,0.1813,10584
8,DOWN,0.0218,0.2047,10580
8,DOWN,0.0267,0.2164,10578
8,DOWN,0.0316,0.2164,10578
8,DOWN,0.0355,0.193,10582
8,DOWN,0.0397,0.2281,10576
8,DOWN,0.0446,0.2164,10578
8,DOWN,0.0495,0.1813,10584
8,DOWN,0.0544,0.193,10582
8,DOWN,0.0583,0.2105,10579
8,DOWN,0.0622,0.2222,10577
8,DOWN,0.0665,0.1871,10583
8,DOWN,0.0714,0.2164,10578
8,DOWN,0.0764,0.2222,10577
8,DOWN,0.0812,0.193,10582
8,DOWN,0.0851,0.2164,10578
8,DOWN,0.0894,0.1988,10581
8,DOWN,0.0942,0.193,10582
8,DOWN,0.0992,0.193,10582
8,DOWN,0.1041,0.2164,10578
8,DOWN,0.109,0.2105,10579
8,DOWN,0.1129,0.2339,10575
8,DOWN,0.1171,0.2105,10579
8,DOWN,0.122,0.2047,10580
8,DOWN,0.1269,0.2281,10576
8,DOWN,0.1318,0.2105,10579
8,DOWN,0.1357,0.2047,10580
8,DOWN,0.1397,0.193,10582
8,DOWN,0.1439,0.2047,10580
8,DOWN,0.1488,0.2164,10578
8,DOWN,0.1537,0.1871,10583
8,DOWN,0.1586,0.1871,10583
8,DOWN,0.1636,0.2573,10571
8,DOWN,0.1675,0.1754,10585
8,DOWN,0.1717,0.1988,10581
8,DOWN,0.1766,0.2164,10578
8,DOWN,0.1815,0.1871,10583
8,DOWN,0.1864,0.1871,10583
8,DOWN,0.1903,0.1871,10583
8,DOWN,0.1945,0.2281,10576
8,DOWN,0.1995,0.1754,10585
8,DOWN,0.2044,0.2222,10577
8,DOWN,0.2093,0.2281,10576
8,DOWN,0.2132,0.1988,10581
8,DOWN,0.2174,0.2281,10576
8,DOWN,0.2223,0.2105,10579
8,DOWN,0.2272,0.193,10582
8,DOWN,0.2322,0.2281,10576
8,DOWN,0.237,0.2281,10576
8,DOWN,0.241,0.193,10582
8,DOWN,0.2452,0.1871,10583
8,DOWN,0.2501,0.2281,10576
8,DOWN,0.255,0.2105,10579
8,DOWN,0.2599,0.2047,10580
8,DOWN,0.2649,0.2339,10575
8,DOWN,0.2688,0.2222,10577
8,DOWN,0.2727,0.2164,10578
8,DOWN,0.2769,0.2105,10579
8,DOWN,0.2819,0.2047,10580
8,DOWN,0.2868,0.2164,10578
8,DOWN,0.2917,0.2164,10578
8,DOWN,0.2966,0.2281,10576
8,DOWN,0.3005,0.2105,10579
8,DOWN,0.3047,0.2105,10579
8,DOWN,0.3096,0.2339,10575
8,DOWN,0.3145,0.2164,10578
8,DOWN,0.3195,0.2398,10574
8,DOWN,0.3233,0.2281,10576
8,DOWN,0.3276,0.2164,10578
8,DOWN,0.3325,0.2105,10579
8,DOWN,0.3374,0.2047,10580
8,DOWN,0.3424,0.2105,10579
8,DOWN,0.3472,0.2105,10579
8,DOWN,0.3511,0.2105,10579
8,DOWN,0.3554,0.2105,10579
8,DOWN,0.3603,0.2047,10580
8,DOWN,0.3652,0.2164,10578
8,DOWN,0.3701,0.1988,10581
8,DOWN,0.375,0.2105,10579
8,DOWN,0.3789,0.2281,10576
8,DOWN,0.3832,0.2281,10576
8,DOWN,0.3881,0.193,10582
8,DOWN,0.393,0.2164,10578
8,DOWN,0.3979,0.2047,10580
8,DOWN,0.4028,0.2105,10579
8,DOWN,0.4067,0.2339,10575
8,DOWN,0.411,0.2047,10580
8,DOWN,0.4159,0.2398,10574
8,DOWN,0.4208,0.2047,10580
8,DOWN,0.4257,0.2398,10574
8,DOWN,0.4306,0.2047,10580
8,DOWN,0.4345,0.2164,10578
8,DOWN,0.4387,0.193,10582
8,DOWN,0.4437,0.2222,10577
8,DOWN,0.4486,0.2105,10579
8,DOWN,0.4535,0.2164,10578
8,DOWN,0.4584,0.2164,10578
8,DOWN,0.4624,0.2222,10577
8,DOWN,0.4665,0.2398,10574
8,DOWN,0.4715,0.2105,10579
8,DOWN,0.4764,0.2515,10572
8,DOWN,0.4813,0.2281,10576
8,DOWN,0.4862,0.1871,10583
8,DOWN,0.4901,0.1871,10583
8,DOWN,0.4944,0.2105,10579
8,DOWN,0.4992,0.2105,10579
8,DOWN,0.5042,0.2339,10575
8,DOWN,0.5091,0.2047,10580
8,DOWN,0.514,0.2047,10580
8,DOWN,0.5179,0.2164,10578
8,DOWN,0.5221,0.1988,10581
8,DOWN,0.5271,0.2047,10580
8,DOWN,0.532,0.1988,10581
8,DOWN,0.5369,0.2047,10580
8,DOWN,0.5418,0.193,10582
8,DOWN,0.5457,0.193,10582
8,DOWN,0.5499,0.2164,10578
8,DOWN,0.5549,0.193,10582
8,DOWN,0.5598,0.2164,10578
8,DOWN,0.5647,0.1871,10583
8,DOWN,0.5696,0.1871,10583
8,DOWN,0.5735,0.193,10582
8,DOWN,0.5777,0.1813,10584
8,DOWN,0.5826,0.193,10582
8,DOWN,0.5875,0.1988,10581
8,DOWN,0.5925,0.193,10582
8,DOWN,0.5964,0.193,10582
8,DOWN,0.6003,0.2047,10580
8,DOWN,0.6045,0.1988,10581
8,DOWN,0.6094,0.1871,10583
8,DOWN,0.6144,0.2281,10576
8,DOWN,0.6192,0.1871,10583
8,DOWN,0.6231,0.2047,10580
8,DOWN,0.627,0.1871,10583
8,DOWN,0.6313,0.2164,10578
8,DOWN,0.6362,0.2105,10579
8,DOWN,0.6411,0.193,10582
8,DOWN,0.646,0.2105,10579
8,DOWN,0.651,0.193,10582
8,DOWN,0.6549,0.2047,10580
8,DOWN,0.6591,0.1988,10581
8,DOWN,0.664,0.2047,10580
8,DOWN,0.6689,0.1988,10581
8,DOWN,0.6738,0.2105,10579
8,DOWN,0.6777,0.1871,10583
8,DOWN,0.6816,0.1871,10583
8,DOWN,0.6859,0.193,10582
8,DOWN,0.6908,0.2047,10580
8,DOWN,0.6957,0.2105,10579
8,DOWN,0.7006,0.193,10582
8,DOWN,0.7045,0.2339,10575
8,DOWN,0.7087,0.2222,10577
8,DOWN,0.7137,0.2222,10577
8,DOWN,0.7186,0.2222,10577
8,DOWN,0.7235,0.2164,10578
8,DOWN,0.7274,0.2105,10579
8,DOWN,0.7313,0.2164,10578
8,DOWN,0.7355,0.2164,10578
8,DOWN,0.7405,0.2047,10580
8,DOWN,0.7454,0.2105,10579
8,DOWN,0.7503,0.2164,10578
8,DOWN,0.7542,0.2222,10577
8,DOWN,0.7584,0.2164,10578
8,DOWN,0.7633,0.1988,10581
8,DOWN,0.7682,0.2047,10580
8,DOWN,0.7731,0.2047,10580
8,DOWN,0.778,0.2222,10577
8,DOWN,0.782,0.1988,10581
8,DOWN,0.7862,0.1988,10581
8,DOWN,0.7911,0.2047,10580
8,DOWN,0.796,0.2222,10577
8,DOWN,0.8009,0.2047,10580
8,DOWN,0.8058,0.1988,10581
8,DOWN,0.8097,0.1754,10585
8,DOWN,0.814,0.1871,10583
8,DOWN,0.8189,0.1871,10583
8,DOWN,0.8238,0.2105,10579
8,DOWN,0.8287,0.193,10582
8,DOWN,0.8336,0.2105,10579
8,DOWN,0.8376,0.193,10582
8,DOWN,0.8418,0.1696,10586
8,DOWN,0.8467,0.1813,10584
8,DOWN,0.8516,0.2222,10577
8,DOWN,0.8565,0.2339,10575
8,DOWN,0.8614,0.2105,10579
8,DOWN,0.8653,0.1988,10581
8,DOWN,0.8696,0.1988,10581
8,DOWN,0.8745,0.2047,10580
8,DOWN,0.8794,0.1988,10581
8,DOWN,0.8843,0.2164,10578
8,DOWN,0.8892,0.2047,10580
8,DOWN,0.8931,0.1813,10584
8,DOWN,0.8974,0.2164,10578
8,DOWN,0.9023,0.1988,10581
8,DOWN,0.9072,0.2164,10578
8,DOWN,0.9121,0.2047,10580
8,DOWN,0.917,0.2047,10580
8,DOWN,0.921,0.1988,10581
8,DOWN,0.9253,0.1871,10583
8,DOWN,0.9302,0.1871,10583
8,DOWN,0.9351,0.1988,10581
8,DOWN,0.94,0.2047,10580
8,DOWN,0.9449,0.2105,10579
8,DOWN,0.9498,0.2047,10580
8,DOWN,0.9549,0.2047,10580
8,DOWN,0.9599,0.193,10582
8,DOWN,0.9648,0.193,10582
8,DOWN,0.9699,0.2222,10577
8,DOWN,0.9748,0.2281,10576
8,DOWN,0.9796,0.2164,10578
8,DOWN,0.9848,0.2164,10578
8,DOWN,0.9896,0.2281,10576
8,DOWN,0.9947,0.2164,10578
8,DOWN,0.9996,0.2164,10578
8,DOWN,1.0045,0.2164,10578
8,DOWN,1.0096,0.2105,10579
8,DOWN,1.0144,0.2047,10580
8,DOWN,1.0193,0.2047,10580
8,DOWN,1.0232,0.2047,10580
8,DOWN,1.0274,0.2222,10577
8,DOWN,1.0324,0.2222,10577
8,DOWN,1.0372,0.2222,10577
8,DOWN,1.0422,0.2164,10578
8,DOWN,1.0471,0.2105,10579
8,DOWN,1.051,0.1988,10581
8,DOWN,1.0552,0.2164,10578
8,DOWN,1.0601,0.2105,10579
8,DOWN,1.065,0.2047,10580
8,DOWN,1.0699,0.2047,10580
8,DOWN,1.0738,0.2105,10579
8,DOWN,1.0777,0.2164,10578
8,DOWN,1.082,0.2105,10579
8,DOWN,1.0869,0.1988,10581
8,DOWN,1.0918,0.2222,10577
8,DOWN,1.0967,0.2047,10580
8,DOWN,1.1006,0.2105,10579
9,UP,-0.0012,0.3099,10562
9,UP,0.0038,0.6023,10512
9,UP,0.0086,0.7193,10492
9,UP,0.0125,0.6959,10496
9,UP,0.0167,0.5205,10526
9,UP,0.0216,0.386,10549
9,UP,0.0266,0.462,10536
9,UP,0.0315,0.4444,10539
9,UP,0.0363,0.4386,10540
9,UP,0.0402,0.4327,10541
9,UP,0.0445,0.462,10536
9,UP,0.0495,0.4327,10541
9,UP,0.0544,0.4269,10542
9,UP,0.0592,0.3918,10548
9,UP,0.0642,0.4269,10542
9,UP,0.0681,0.4269,10542
9,UP,0.0723,0.4269,10542
9,UP,0.0772,0.4035,10546
9,UP,0.0821,0.4094,10545
9,UP,0.087,0.4327,10541
9,UP,0.0909,0.4269,10542
9,UP,0.0948,0.3977,10547
9,UP,0.0991,0.4152,10544
10,DOWN,-0.001,0.3684,10552
10,DOWN,0.004,0.2164,10578
10,DOWN,0.0088,0.2924,10565
10,DOWN,0.0128,0.3801,10550
10,DOWN,0.017,0.2573,10571
10,DOWN,0.0219,0.2398,10574
10,DOWN,0.0268,0.2515,10572
10,DOWN,0.0317,0.2281,10576
10,DOWN,0.0366,0.2632,10570
10,DOWN,0.0405,0.2515,10572
10,DOWN,0.0448,0.2339,10575
10,DOWN,0.0496,0.2515,10572
10,DOWN,0.0546,0.269,10569
10,DOWN,0.0595,0.2398,10574
10,DOWN,0.0634,0.2339,10575
10,DOWN,0.0676,0.2398,10574
10,DOWN,0.0725,0.2164,10578
10,DOWN,0.0775,0.2339,10575
10,DOWN,0.0824,0.2398,10574
10,DOWN,0.0873,0.2281,10576
10,DOWN,0.0912,0.2398,10574
10,DOWN,0.0954,0.2339,10575
10,DOWN,0.1003,0.2281,10576
11,UP,-0.0007,0.3918,10548
11,UP,0.0042,0.6784,10499
11,UP,0.009,0.731,10490
11,UP,0.0129,0.7018,10495
11,UP,0.0169,0.5965,10513
11,UP,0.0211,0.4094,10545
11,UP,0.026,0.4737,10534
11,UP,0.0309,0.462,10536
11,UP,0.0358,0.4094,10545
11,UP,0.0398,0.4386,10540
11,UP,0.044,0.4269,10542
11,UP,0.0489,0.3977,10547
11,UP,0.0538,0.3918,10548
11,UP,0.0587,0.3801,10550
11,UP,0.0626,0.4152,10544
11,UP,0.0668,0.4211,10543
11,UP,0.0718,0.3977,10547
11,UP,0.0766,0.3977,10547
11,UP,0.0816,0.386,10549
11,UP,0.0865,0.386,10549
11,UP,0.0904,0.386,10549
11,UP,0.0946,0.3801,10550
11,UP,0.0996,0.4094,10545
12,DOWN,-0.0005,0.3743,10551
12,DOWN,0.0044,0.1462,10590
12,DOWN,0.0093,0.269,10569
12,DOWN,0.0142,0.2865,10566
12,DOWN,0.0181,0.2105,10579
12,DOWN,0.0224,0.2339,10575
12,DOWN,0.0272,0.1988,10581
12,DOWN,0.0322,0.193,10582
12,DOWN,0.0371,0.1813,10584
12,DOWN,0.042,0.193,10582
12,DOWN,0.0459,0.2164,10578
12,DOWN,0.0498,0.1754,10585
12,DOWN,0.0541,0.1754,10585
12,DOWN,0.059,0.193,10582
12,DOWN,0.0639,0.1696,10586
12,DOWN,0.0688,0.1696,10586
12,DOWN,0.0727,0.152,10589
12,DOWN,0.0769,0.1813,10584
12,DOWN,0.0818,0.1696,10586
12,DOWN,0.0867,0.1754,10585
12,DOWN,0.0916,0.2047,10580
12,DOWN,0.0955,0.1637,10587
12,DOWN,0.0998,0.1637,10587
12,DOWN,0.1047,0.1754,10585
12,DOWN,0.1096,0.152,10589
12,DOWN,0.1145,0.1871,10583
12,DOWN,0.1194,0.1696,10586
12,DOWN,0.1233,0.1754,10585
12,DOWN,0.1275,0.1871,10583
12,DOWN,0.1325,0.1813,10584
12,DOWN,0.1374,0.1813,10584
12,DOWN,0.1423,0.1754,10585
12,DOWN,0.1472,0.1871,10583
12,DOWN,0.1511,0.1754,10585
12,DOWN,0.1554,0.1637,10587
12,DOWN,0.1603,0.1696,10586
