stroke_no,direction,time_s,position_mm,raw_value
36,DOWN,0.4223,0.0,10626
36,DOWN,0.4262,0.0,10625
36,DOWN,0.4304,0.0,10627
36,DOWN,0.4353,0.0,10622
36,DOWN,0.4402,0.0,10617
36,DOWN,0.4451,0.0,10619
36,DOWN,0.45,0.0,10624
36,DOWN,0.4539,0.0,10627
36,DOWN,0.4582,0.0,10628
36,DOWN,0.4631,0.0,10629
36,DOWN,0.468,0.0,10624
36,DOWN,0.4729,0.0,10623
36,DOWN,0.4768,0.0,10624
36,DOWN,0.481,0.0,10616
36,DOWN,0.486,0.0,10625
36,DOWN,0.4909,0.0,10626
36,DOWN,0.4959,0.0,10623
36,DOWN,0.5009,0.0,10625
36,DOWN,0.5058,0.0,10628
36,DOWN,0.5106,0.0,10626
36,DOWN,0.5145,0.0,10621
36,DOWN,0.5188,0.0,10630
36,DOWN,0.5237,0.0,10627
36,DOWN,0.5285,0.0,10624
36,DOWN,0.5336,0.0,10626
36,DOWN,0.5384,0.0,10623
36,DOWN,0.5426,0.0,10623
36,DOWN,0.5474,0.0,10624
36,DOWN,0.5513,0.0,10627
36,DOWN,0.5555,0.0,10631
36,DOWN,0.5605,0.0,10623
36,DOWN,0.5652,0.0,10619
36,DOWN,0.5695,0.0,10623
36,DOWN,0.5743,0.0,10632
36,DOWN,0.5794,0.0,10621
36,DOWN,0.5842,0.0,10627
36,DOWN,0.5891,0.0,10620
36,DOWN,0.594,0.0,10624
36,DOWN,0.5989,0.0,10621
36,DOWN,0.6028,0.0,10624
36,DOWN,0.6071,0.0,10623
36,DOWN,0.612,0.0,10627
36,DOWN,0.6169,0.0,10624
36,DOWN,0.6218,0.0,10628
36,DOWN,0.6257,0.0,10618
36,DOWN,0.6299,0.0,10623
36,DOWN,0.6348,0.0,10630
36,DOWN,0.6398,0.0,10616
36,DOWN,0.6446,0.0,10617
36,DOWN,0.6485,0.0,10623
36,DOWN,0.6528,0.0,10626
36,DOWN,0.6577,0.0,10628
36,DOWN,0.6626,0.0,10627
36,DOWN,0.6675,0.0,10624
36,DOWN,0.6714,0.0,10621
36,DOWN,0.6756,0.0,10619
36,DOWN,0.6805,0.0,10626
36,DOWN,0.6855,0.0,10622
36,DOWN,0.6903,0.0,10624
36,DOWN,0.6945,0.0,10628
36,DOWN,0.6993,0.0,10621
36,DOWN,0.7032,0.0,10625
36,DOWN,0.7074,0.0,10621
36,DOWN,0.7123,0.0,10623
36,DOWN,0.7172,0.0,10627
36,DOWN,0.7222,0.0,10631
36,DOWN,0.7273,0.0,10624
36,DOWN,0.7322,0.0,10624
36,DOWN,0.737,0.0,10623
36,DOWN,0.7412,0.0,10627
36,DOWN,0.7461,0.0,10628
36,DOWN,0.751,0.0,10627
36,DOWN,0.756,0.0,10617
36,DOWN,0.7611,0.0,10625
36,DOWN,0.766,0.0,10621
36,DOWN,0.7709,0.0,10630
36,DOWN,0.7757,0.0,10617
36,DOWN,0.7808,0.0,10627
36,DOWN,0.7856,0.0,10625
36,DOWN,0.7905,0.0,10615
36,DOWN,0.7945,0.0,10621
36,DOWN,0.7987,0.0,10626
36,DOWN,0.8036,0.0,10621
36,DOWN,0.8085,0.0,10620
36,DOWN,0.8134,0.0,10623
36,DOWN,0.8173,0.0,10624
36,DOWN,0.8215,0.0,10620
36,DOWN,0.8265,0.0,10626
36,DOWN,0.8313,0.0,10624
36,DOWN,0.8362,0.0,10626
36,DOWN,0.8411,0.0,10624
36,DOWN,0.845,0.0,10618
36,DOWN,0.8493,0.0,10622
36,DOWN,0.8542,0.0,10628
36,DOWN,0.8591,0.0,10624
36,DOWN,0.864,0.0,10622
36,DOWN,0.8679,0.0,10622
36,DOWN,0.8722,0.0,10628
36,DOWN,0.877,0.0,10626
36,DOWN,0.882,0.0,10626
36,DOWN,0.8869,0.0,10627
36,DOWN,0.8919,0.0,10625
36,DOWN,0.897,0.0,10623
36,DOWN,0.9019,0.0,10626
36,DOWN,0.9067,0.0,10624
36,DOWN,0.9109,0.0,10628
36,DOWN,0.9159,0.0,10618
36,DOWN,0.9206,0.0,10618
36,DOWN,0.9246,0.0,10628
36,DOWN,0.9297,0.0,10615
36,DOWN,0.9346,0.0,10636
36,DOWN,0.9385,0.0,10615
36,DOWN,0.9427,0.0,10621
36,DOWN,0.9476,0.0,10616
36,DOWN,0.9526,0.0,10618
36,DOWN,0.9573,0.0,10626
36,DOWN,0.9616,0.0,10619
36,DOWN,0.9665,0.0,10618
36,DOWN,0.9714,0.0,10617
36,DOWN,0.9763,0.0,10620
36,DOWN,0.9812,0.0,10618
36,DOWN,0.9851,0.0,10630
36,DOWN,0.9893,0.0,10619
36,DOWN,0.9942,0.0,10619
36,DOWN,0.9991,0.0,10629
36,DOWN,1.004,0.0,10620
36,DOWN,1.0079,0.0,10617
36,DOWN,1.0121,0.0,10619
36,DOWN,1.017,0.0,10623
36,DOWN,1.0219,0.0,10625
36,DOWN,1.0268,0.0,10629
36,DOWN,1.0318,0.0,10628
36,DOWN,1.0356,0.0,10634
36,DOWN,1.0399,0.0,10626
36,DOWN,1.0446,0.0,10628
36,DOWN,1.0485,0.0,10618
36,DOWN,1.0528,0.0,10616
36,DOWN,1.0577,0.0,10615
36,DOWN,1.0626,0.0,10620
36,DOWN,1.0665,0.0,10619
36,DOWN,1.0707,0.0,10627
36,DOWN,1.0756,0.0,10616
36,DOWN,1.0805,0.0,10618
36,DOWN,1.0854,0.0,10619
36,DOWN,1.0903,0.0,10623
36,DOWN,1.0942,0.0,10622
36,DOWN,1.0985,0.0,10620
37,UP,-0.0027,0.0,10622
37,UP,0.0023,0.2047,10580
37,UP,0.0072,0.3743,10551
37,UP,0.0111,0.4444,10539
37,UP,0.015,0.4152,10544
37,UP,0.0192,0.2573,10571
37,UP,0.0241,0.0526,10606
37,UP,0.029,0.152,10589
37,UP,0.034,0.1404,10591
37,UP,0.0379,0.0117,10613
37,UP,0.0421,0.0526,10606
37,UP,0.047,0.0175,10612
37,UP,0.0519,0.0409,10608
37,UP,0.0568,0.0292,10610
37,UP,0.0618,0.0526,10606
37,UP,0.0656,0.0585,10605
37,UP,0.0699,0.0,10619
37,UP,0.0748,0.0,10617
37,UP,0.0797,0.0,10616
37,UP,0.0846,0.0,10616
37,UP,0.0885,0.0,10618
37,UP,0.0927,0.0,10620
37,UP,0.0976,0.0,10616
38,DOWN,-0.0025,0.0234,10611
38,DOWN,0.0025,0.0,10615
38,DOWN,0.0076,0.0,10622
38,DOWN,0.0125,0.0,10616
38,DOWN,0.0174,0.0,10621
38,DOWN,0.0223,0.0,10625
38,DOWN,0.0262,0.0,10621
38,DOWN,0.0301,0.0,10618
38,DOWN,0.0344,0.0,10619
38,DOWN,0.0393,0.0,10622
38,DOWN,0.0442,0.0,10626
38,DOWN,0.0481,0.0,10627
38,DOWN,0.0523,0.0,10618
38,DOWN,0.0572,0.0,10623
38,DOWN,0.0621,0.0,10623
38,DOWN,0.067,0.0,10616
38,DOWN,0.0719,0.0,10627
38,DOWN,0.0759,0.0,10616
38,DOWN,0.0801,0.0,10624
38,DOWN,0.0851,0.0,10616
38,DOWN,0.0898,0.0,10616
38,DOWN,0.0941,0.0175,10612
38,DOWN,0.0988,0.0,10624
39,UP,-0.0021,0.0,10625
39,UP,0.0027,0.1696,10586
39,UP,0.0078,0.2924,10565
39,UP,0.0126,0.3567,10554
39,UP,0.0177,0.1988,10581
39,UP,0.0226,0.1462,10590
39,UP,0.0277,0.2281,10576
39,UP,0.0325,0.193,10582
39,UP,0.0364,0.1871,10583
39,UP,0.0406,0.0526,10606
39,UP,0.0454,0.0877,10600
39,UP,0.0506,0.0936,10599
39,UP,0.0553,0.0,10617
39,UP,0.0602,0.0117,10613
39,UP,0.0642,0.0468,10607
39,UP,0.0684,0.0468,10607
39,UP,0.0733,0.0,10618
39,UP,0.0782,0.0,10618
39,UP,0.0831,0.0292,10610
39,UP,0.088,0.0234,10611
39,UP,0.0929,0.0,10616
39,UP,0.0968,0.0,10616
40,DOWN,-0.0039,0.0,10616
40,DOWN,0.001,0.0058,10614
40,DOWN,0.006,0.0409,10608
40,DOWN,0.0109,0.0,10623
40,DOWN,0.0147,0.0,10621
40,DOWN,0.019,0.0,10622
40,DOWN,0.0239,0.0,10626
40,DOWN,0.0288,0.0,10623
40,DOWN,0.0337,0.0,10624
40,DOWN,0.0376,0.0,10622
40,DOWN,0.0418,0.0,10623
40,DOWN,0.0467,0.0,10622
40,DOWN,0.0516,0.0,10623
40,DOWN,0.0565,0.0,10618
40,DOWN,0.0604,0.0,10625
40,DOWN,0.0647,0.0,10624
40,DOWN,0.0696,0.0,10626
40,DOWN,0.0745,0.0,10626
40,DOWN,0.0794,0.0,10627
40,DOWN,0.0844,0.0,10624
40,DOWN,0.0895,0.0,10626
40,DOWN,0.0944,0.0,10616
40,DOWN,0.0993,0.0,10620
40,DOWN,0.1042,0.0,10618
40,DOWN,0.1081,0.0,10622
40,DOWN,0.1124,0.0,10617
40,DOWN,0.1173,0.0,10618
40,DOWN,0.1222,0.0,10617
40,DOWN,0.127,0.0,10617
40,DOWN,0.1321,0.0,10624
40,DOWN,0.137,0.0,10626
40,DOWN,0.1419,0.0,10629
40,DOWN,0.147,0.0,10616
40,DOWN,0.1519,0.0,10626
40,DOWN,0.1568,0.0,10615
40,DOWN,0.1619,0.0,10615
40,DOWN,0.1667,0.0,10627
40,DOWN,0.1717,0.0,10617
40,DOWN,0.1766,0.0,10616
40,DOWN,0.1806,0.0,10617
40,DOWN,0.1847,0.0,10626
40,DOWN,0.1897,0.0,10618
40,DOWN,0.1946,0.0,10625
40,DOWN,0.1995,0.0,10623
40,DOWN,0.2044,0.0,10617
40,DOWN,0.2083,0.0,10620
40,DOWN,0.2126,0.0,10621
40,DOWN,0.2174,0.0,10623
40,DOWN,0.2223,0.0,10621
40,DOWN,0.2272,0.0,10617
40,DOWN,0.2312,0.0,10624
40,DOWN,0.2354,0.0,10623
40,DOWN,0.2403,0.0,10616
40,DOWN,0.2452,0.0,10626
40,DOWN,0.2501,0.0,10626
40,DOWN,0.255,0.0,10617
40,DOWN,0.2589,0.0,10617
40,DOWN,0.2632,0.0,10618
40,DOWN,0.2682,0.0,10628
40,DOWN,0.2731,0.0,10615
40,DOWN,0.278,0.0,10619
40,DOWN,0.2831,0.0,10618
40,DOWN,0.288,0.0,10615
40,DOWN,0.2929,0.0,10617
40,DOWN,0.2979,0.0,10617
40,DOWN,0.3029,0.0,10615
40,DOWN,0.3078,0.0,10626
40,DOWN,0.3127,0.0,10618
40,DOWN,0.3178,0.0,10618
40,DOWN,0.3225,0.0,10619
40,DOWN,0.3268,0.0,10627
40,DOWN,0.3317,0.0,10624
40,DOWN,0.3366,0.0,10624
40,DOWN,0.3415,0.0,10625
40,DOWN,0.3454,0.0,10628
40,DOWN,0.3497,0.0,10624
40,DOWN,0.3544,0.0,10618
40,DOWN,0.3583,0.0,10625
40,DOWN,0.3625,0.0,10624
40,DOWN,0.3674,0.0,10621
40,DOWN,0.3723,0.0,10623
40,DOWN,0.3772,0.0,10618
40,DOWN,0.3821,0.0,10623
40,DOWN,0.386,0.0,10624
40,DOWN,0.3902,0.0,10622
40,DOWN,0.3951,0.0,10625
40,DOWN,0.4001,0.0,10625
40,DOWN,0.405,0.0,10625
40,DOWN,0.4099,0.0,10624
40,DOWN,0.4138,0.0,10624
40,DOWN,0.418,0.0,10626
40,DOWN,0.4229,0.0,10622
40,DOWN,0.4278,0.0,10623
40,DOWN,0.4317,0.0,10622
40,DOWN,0.4359,0.0,10623
40,DOWN,0.4408,0.0,10623
40,DOWN,0.4457,0.0,10623
40,DOWN,0.4506,0.0,10625
40,DOWN,0.4545,0.0,10618
40,DOWN,0.4587,0.0058,10614
40,DOWN,0.4636,0.0,10618
40,DOWN,0.4686,0.0,10619
40,DOWN,0.4735,0.0,10619
40,DOWN,0.4774,0.0,10624
40,DOWN,0.4816,0.0,10618
40,DOWN,0.4865,0.0,10617
40,DOWN,0.4914,0.0,10618
40,DOWN,0.4963,0.0,10616
40,DOWN,0.5012,0.0,10617
40,DOWN,0.5051,0.0,10619
40,DOWN,0.5094,0.0,10617
40,DOWN,0.5143,0.0,10619
40,DOWN,0.5192,0.0,10617
40,DOWN,0.5241,0.0,10624
40,DOWN,0.528,0.0,10626
40,DOWN,0.5322,0.0,10617
40,DOWN,0.5371,0.0,10618
40,DOWN,0.5421,0.0,10615
40,DOWN,0.5469,0.0,10628
40,DOWN,0.5518,0.0,10616
40,DOWN,0.5561,0.0,10618
40,DOWN,0.561,0.0,10617
40,DOWN,0.5659,0.0,10619
40,DOWN,0.5708,0.0,10619
40,DOWN,0.5747,0.0,10618
40,DOWN,0.579,0.0,10617
40,DOWN,0.5839,0.0058,10614
40,DOWN,0.5888,0.0,10617
40,DOWN,0.5935,0.0,10618
40,DOWN,0.5978,0.0,10619
40,DOWN,0.6026,0.0,10618
40,DOWN,0.6075,0.0,10618
40,DOWN,0.6114,0.0,10618
40,DOWN,0.6157,0.0,10617
40,DOWN,0.6205,0.0,10623
40,DOWN,0.6244,0.0,10621
40,DOWN,0.6286,0.0,10618
40,DOWN,0.6335,0.0,10617
40,DOWN,0.6384,0.0,10616
40,DOWN,0.6432,0.0,10626
40,DOWN,0.6474,0.0,10615
40,DOWN,0.6524,0.0,10624
40,DOWN,0.6573,0.0,10625
40,DOWN,0.6622,0.0,10625
40,DOWN,0.6673,0.0,10628
40,DOWN,0.6721,0.0,10626
40,DOWN,0.677,0.0,10624
40,DOWN,0.682,0.0,10625
40,DOWN,0.6869,0.0,10626
40,DOWN,0.6908,0.0,10624
40,DOWN,0.695,0.0058,10614
40,DOWN,0.6999,0.0,10624
40,DOWN,0.7048,0.0,10626
40,DOWN,0.7087,0.0,10625
40,DOWN,0.7129,0.0,10624
40,DOWN,0.7178,0.0,10627
40,DOWN,0.7227,0.0,10618
40,DOWN,0.7276,0.0,10623
40,DOWN,0.7315,0.0,10616
40,DOWN,0.7358,0.0,10615
40,DOWN,0.7407,0.0,10620
40,DOWN,0.7456,0.0,10621
40,DOWN,0.7505,0.0,10620
40,DOWN,0.7554,0.0,10627
40,DOWN,0.7593,0.0,10621
40,DOWN,0.7635,0.0,10619
40,DOWN,0.7684,0.0,10622
40,DOWN,0.7734,0.0,10620
40,DOWN,0.7783,0.0,10624
40,DOWN,0.7822,0.0,10626
40,DOWN,0.7862,0.0,10626
40,DOWN,0.7912,0.0,10625
40,DOWN,0.7961,0.0,10626
40,DOWN,0.8,0.0,10628
40,DOWN,0.8052,0.0,10628
40,DOWN,0.8101,0.0,10621
40,DOWN,0.8152,0.0,10629
40,DOWN,0.8201,0.0,10619
40,DOWN,0.825,0.0,10627
40,DOWN,0.8302,0.0,10626
40,DOWN,0.8349,0.0,10632
40,DOWN,0.8388,0.0,10624
40,DOWN,0.8439,0.0,10623
40,DOWN,0.8488,0.0,10625
40,DOWN,0.854,0.0,10624
40,DOWN,0.8587,0.0,10617
40,DOWN,0.8637,0.0,10616
40,DOWN,0.8688,0.0,10624
40,DOWN,0.8737,0.0,10619
40,DOWN,0.8785,0.0,10623
40,DOWN,0.8834,0.0,10623
40,DOWN,0.8873,0.0,10617
40,DOWN,0.8917,0.0,10617
40,DOWN,0.8965,0.0,10618
40,DOWN,0.9014,0.0,10618
40,DOWN,0.9063,0.0,10617
40,DOWN,0.9102,0.0,10621
40,DOWN,0.9142,0.0,10622
40,DOWN,0.9184,0.0,10617
40,DOWN,0.9233,0.0,10618
40,DOWN,0.9282,0.0,10625
40,DOWN,0.9331,0.0,10625
40,DOWN,0.937,0.0,10617
40,DOWN,0.9412,0.0,10617
40,DOWN,0.9462,0.0,10616
40,DOWN,0.9511,0.0,10617
40,DOWN,0.956,0.0,10628
40,DOWN,0.9599,0.0,10616
40,DOWN,0.9641,0.0,10615
40,DOWN,0.969,0.0,10619
40,DOWN,0.974,0.0,10616
40,DOWN,0.9787,0.0,10618
40,DOWN,0.983,0.0,10619
40,DOWN,0.9879,0.0,10618
40,DOWN,0.9928,0.0,10621
40,DOWN,0.9978,0.0,10615
40,DOWN,1.0029,0.0,10615
40,DOWN,1.0076,0.0,10623
40,DOWN,1.0115,0.0,10617
40,DOWN,1.0158,0.0,10618
40,DOWN,1.0207,0.0,10619
40,DOWN,1.0255,0.0,10619
40,DOWN,1.0294,0.0,10617
40,DOWN,1.0336,0.0,10623
40,DOWN,1.0384,0.0,10626
40,DOWN,1.0423,0.0,10619
40,DOWN,1.0466,0.0,10621
40,DOWN,1.0515,0.0,10615
40,DOWN,1.0564,0.0,10618
40,DOWN,1.0613,0.0,10625
40,DOWN,1.0662,0.0,10624
40,DOWN,1.0702,0.0,10616
40,DOWN,1.0752,0.0058,10614
40,DOWN,1.0801,0.0,10624
40,DOWN,1.085,0.0,10624
40,DOWN,1.0889,0.0,10622
40,DOWN,1.0931,0.0,10625
40,DOWN,1.0981,0.0,10626
41,UP,-0.0032,0.0,10626
41,UP,0.0011,0.0351,10609
41,UP,0.006,0.2807,10567
41,UP,0.0109,0.2398,10574
41,UP,0.0158,0.1462,10590
41,UP,0.0207,0.076,10602
41,UP,0.0246,0.0936,10599
41,UP,0.0288,0.0936,10599
41,UP,0.0337,0.1111,10596
41,UP,0.0387,0.0526,10606
41,UP,0.0436,0.0936,10599
41,UP,0.0485,0.0117,10613
41,UP,0.0524,0.0117,10613
41,UP,0.0567,0.0058,10614
41,UP,0.0615,0.0,10616
41,UP,0.0664,0.0351,10609
41,UP,0.0714,0.0468,10607
41,UP,0.0763,0.0351,10609
41,UP,0.0802,0.0351,10609
41,UP,0.0844,0.0,10615
41,UP,0.0893,0.0,10620
41,UP,0.0942,0.0,10616
41,UP,0.0992,0.0175,10612
42,DOWN,-0.0009,0.0,10620
42,DOWN,0.003,0.0234,10611
42,DOWN,0.0072,0.0,10621
42,DOWN,0.0121,0.0,10628
42,DOWN,0.017,0.0,10615
42,DOWN,0.0219,0.0,10628
42,DOWN,0.0258,0.0,10627
42,DOWN,0.0301,0.0058,10614
42,DOWN,0.035,0.0,10620
42,DOWN,0.0399,0.0,10621
42,DOWN,0.0448,0.0,10620
42,DOWN,0.0487,0.0,10622
42,DOWN,0.0526,0.0,10626
42,DOWN,0.0568,0.0,10623
42,DOWN,0.0617,0.0,10624
42,DOWN,0.0667,0.0,10619
42,DOWN,0.0718,0.0,10623
42,DOWN,0.0767,0.0,10624
42,DOWN,0.0816,0.0,10626
42,DOWN,0.0865,0.0,10624
42,DOWN,0.0914,0.0,10620
42,DOWN,0.0953,0.0,10619
42,DOWN,0.0995,0.0,10626
43,UP,-0.0015,0.0,10617
43,UP,0.0034,0.0936,10599
43,UP,0.0083,0.0526,10606
43,UP,0.0122,0.0526,10606
43,UP,0.0164,0.0117,10613
43,UP,0.0213,0.0058,10614
43,UP,0.0263,0.0,10617
43,UP,0.0312,0.0058,10614
43,UP,0.0361,0.0,10621
43,UP,0.04,0.0,10624
43,UP,0.0442,0.0,10615
43,UP,0.0491,0.0058,10614
43,UP,0.054,0.0,10616
43,UP,0.0589,0.0,10615
43,UP,0.0628,0.0,10625
43,UP,0.067,0.0351,10609
43,UP,0.0719,0.0,10622
43,UP,0.0769,0.0058,10614
43,UP,0.0817,0.0,10623
43,UP,0.0856,0.0,10620
43,UP,0.0899,0.0,10620
43,UP,0.0948,0.0,10619
43,UP,0.0997,0.0,10619
44,DOWN,-0.0004,0.0,10616
44,DOWN,0.0035,0.0,10620
44,DOWN,0.0078,0.0,10615
44,DOWN,0.0126,0.0,10623
44,DOWN,0.0176,0.0,10618
44,DOWN,0.0225,0.0,10627
44,DOWN,0.0274,0.0,10621
44,DOWN,0.0313,0.0,10629
44,DOWN,0.0355,0.0,10625
44,DOWN,0.0404,0.0,10626
44,DOWN,0.0453,0.0,10623
44,DOWN,0.0502,0.0,10624
44,DOWN,0.0552,0.0,10624
44,DOWN,0.0591,0.0,10620
44,DOWN,0.0643,0.0,10626
44,DOWN,0.0692,0.0,10616
44,DOWN,0.0741,0.0,10615
44,DOWN,0.078,0.0058,10614
44,DOWN,0.0822,0.0,10627
44,DOWN,0.0871,0.0,10620
44,DOWN,0.092,0.0,10619
44,DOWN,0.097,0.0,10627
44,DOWN,0.1018,0.0,10625
44,DOWN,0.1061,0.0,10615
44,DOWN,0.1108,0.0,10622
44,DOWN,0.1147,0.0,10619
44,DOWN,0.1189,0.0,10618
44,DOWN,0.1239,0.0,10617
44,DOWN,0.1286,0.0,10623
44,DOWN,0.1329,0.0,10622
44,DOWN,0.1378,0.0,10625
44,DOWN,0.1426,0.0,10621
44,DOWN,0.1465,0.0,10618
44,DOWN,0.1507,0.0,10627
44,DOWN,0.1556,0.0,10622
44,DOWN,0.1605,0.0,10625
44,DOWN,0.1654,0.0,10626
44,DOWN,0.1703,0.0,10631
44,DOWN,0.1742,0.0,10625
44,DOWN,0.1784,0.0,10625
44,DOWN,0.1834,0.0,10629
44,DOWN,0.1883,0.0,10624
44,DOWN,0.1932,0.0,10625
44,DOWN,0.1971,0.0,10624
44,DOWN,0.2013,0.0,10617
44,DOWN,0.2062,0.0,10617
44,DOWN,0.2111,0.0,10621
44,DOWN,0.2161,0.0,10619
44,DOWN,0.221,0.0,10638
44,DOWN,0.2249,0.0,10621
44,DOWN,0.2291,0.0,10618
44,DOWN,0.234,0.0,10623
44,DOWN,0.2389,0.0,10619
44,DOWN,0.2438,0.0,10629
44,DOWN,0.2478,0.0,10622
44,DOWN,0.252,0.0,10621
44,DOWN,0.2569,0.0,10618
44,DOWN,0.2618,0.0,10622
44,DOWN,0.2667,0.0,10619
44,DOWN,0.2716,0.0,10625
44,DOWN,0.2755,0.0,10621
44,DOWN,0.2798,0.0,10626
44,DOWN,0.2846,0.0,10631
44,DOWN,0.2895,0.0,10620
44,DOWN,0.2944,0.0,10625
44,DOWN,0.2983,0.0,10626
44,DOWN,0.3026,0.0,10625
44,DOWN,0.3075,0.0,10617
44,DOWN,0.3126,0.0,10625
44,DOWN,0.3172,0.0,10625
44,DOWN,0.3214,0.0,10624
44,DOWN,0.3263,0.0,10620
44,DOWN,0.3313,0.0,10615
44,DOWN,0.3362,0.0,10625
44,DOWN,0.3401,0.0,10627
44,DOWN,0.3443,0.0,10624
44,DOWN,0.3492,0.0,10624
44,DOWN,0.3541,0.0,10625
44,DOWN,0.359,0.0,10628
44,DOWN,0.3629,0.0,10617
44,DOWN,0.3671,0.0,10624
44,DOWN,0.3721,0.0,10625
44,DOWN,0.3769,0.0,10618
44,DOWN,0.3818,0.0,10623
44,DOWN,0.3858,0.0,10621
44,DOWN,0.3899,0.0,10623
44,DOWN,0.3949,0.0,10627
44,DOWN,0.3998,0.0,10625
44,DOWN,0.4047,0.0,10625
44,DOWN,0.4096,0.0,10617
44,DOWN,0.4135,0.0,10625
44,DOWN,0.4178,0.0,10623
44,DOWN,0.4226,0.0,10623
44,DOWN,0.4275,0.0,10628
44,DOWN,0.4324,0.0,10624
44,DOWN,0.4363,0.0,10626
44,DOWN,0.4406,0.0,10623
44,DOWN,0.4455,0.0,10632
44,DOWN,0.4504,0.0,10622
44,DOWN,0.4554,0.0,10629
44,DOWN,0.4593,0.0,10625
44,DOWN,0.4632,0.0,10627
44,DOWN,0.4683,0.0,10623
44,DOWN,0.4732,0.0,10624
44,DOWN,0.4784,0.0,10626
44,DOWN,0.4831,0.0,10626
44,DOWN,0.4882,0.0,10634
44,DOWN,0.493,0.0,10626
44,DOWN,0.4972,0.0,10627
44,DOWN,0.5021,0.0,10623
44,DOWN,0.5069,0.0,10623
44,DOWN,0.5121,0.0,10617
44,DOWN,0.5169,0.0,10617
44,DOWN,0.522,0.0,10629
44,DOWN,0.5267,0.0,10616
44,DOWN,0.531,0.0,10615
44,DOWN,0.5358,0.0,10625
44,DOWN,0.5409,0.0,10619
44,DOWN,0.5459,0.0,10616
44,DOWN,0.5506,0.0,10618
44,DOWN,0.5545,0.0,10616
44,DOWN,0.5587,0.0,10621
44,DOWN,0.5636,0.0,10623
44,DOWN,0.5685,0.0,10616
