frame,mm
1,0
23,1,,,,
30,2,,,,
35,3,,,,
40,4,,,,
44,5,,,,
48,6,,,,
51,7,,,,
55,9,,,,
57,10,,,,
60,11,,,,
63,12,,,,
64,13,,,,
65,14,,,,
67,15,,,,
69,16,,,,
71,17,,,,
77,20,,,, 
80,21,,,,
84,22,,,,
96,23,,,,
138,22.5,,,,
147,22,,,,
153,21,,,,
158,20,,,,
163,19,,,,
167,18,,,,
170,17,,,,
172,16,,,,
175,15,,,,
177,14,,,,
179,13,,,,
184,11,,,,
188,7.7,,,,
195,6,,,,
202,5,,,,
255,4,,,,
280,3,,,,
306,2,,,,
333,1,,,,
408,0,,,,
