time_s,position_mm,raw_value
0.007,0.051,10638
0.022,0.044,10639
0.036,0.051,10638
0.051,0.127,10626
0.065,0.215,10612
0.079,0.291,10600
0.092,0.652,10543
0.106,0.981,10491
0.12,1.677,10402
0.134,2.649,10261
0.148,3.576,10127
0.162,4.482,9987
0.176,5.427,9810
0.191,6.404,9653
0.204,7.489,9555
0.219,9.606,9269
0.233,11.221,8869
0.248,12.779,8499
0.263,15.183,8065
0.277,17.211,7742
0.291,18.99,7427
0.306,20.873,7047
0.319,21.435,6920
0.333,22.347,6719
0.348,23.006,6577
0.362,23.012,6576
0.377,23.344,6523
0.392,23.387,6516
0.406,23.431,6509
0.421,23.4,6514
0.435,23.431,6509
0.45,23.444,6507
0.463,23.431,6509
0.478,23.444,6507
0.492,23.444,6507
0.506,23.438,6508
0.521,23.419,6511
0.535,23.431,6509
0.549,23.344,6523
0.564,23.231,6541
0.578,22.931,6593
0.593,22.639,6656
0.608,22.162,6759
0.623,21.641,6874
0.638,21.117,6991
0.652,20.508,7133
0.668,19.855,7278
0.683,18.662,7493
0.697,17.503,7699
0.712,15.789,7959
0.727,14.273,8225
0.742,12.46,8574
0.757,10.708,9000
0.772,8.009,9507
0.787,6.775,9620
0.802,5.588,9776
0.817,5.441,9807
0.832,5.242,9849
0.847,5.246,9848
0.861,5.27,9843
0.876,5.261,9845
0.891,5.199,9858
0.906,5.223,9853
0.921,5.185,9861
0.936,5.223,9853
0.951,5.128,9873
0.966,5.052,9889
0.981,4.952,9908
0.996,4.833,9928
1.011,4.72,9947
1.025,4.536,9978
1.04,4.375,10005
1.055,4.292,10019
1.07,4.125,10047
1.085,4.036,10062
1.1,3.849,10089
1.115,3.712,10108
1.13,3.525,10134
1.145,3.388,10153
1.159,3.252,10172
1.174,3.151,10186
1.189,3.0,10207
1.204,2.87,10227
1.219,2.721,10250
1.234,2.552,10276
1.249,2.448,10292
1.264,2.318,10312
1.279,2.182,10333
1.294,2.019,10358
1.309,1.929,10370
1.323,1.811,10385
1.338,1.661,10404
1.353,1.559,10417
1.368,1.323,10447
1.383,1.228,10459
1.398,1.087,10477
1.413,0.956,10495
1.428,0.88,10507
1.443,0.766,10525
1.457,0.665,10541
1.473,0.595,10552
1.487,0.43,10578
1.502,0.329,10594
1.517,0.316,10596
1.532,0.215,10612
1.547,0.095,10631
1.562,0.025,10642
1.577,0.051,10638
1.592,0.025,10642
1.607,0.025,10642
1.622,0.032,10641
1.636,0.025,10642
1.651,0.013,10644
1.666,0.025,10642
1.681,0.006,10645
0.013,0.038,10640
0.028,0.07,10635
0.043,0.07,10635
0.058,0.146,10623
0.073,0.184,10617
0.088,0.411,10581
0.103,0.778,10523
0.118,1.409,10436
0.132,2.409,10298
0.147,3.331,10161
0.162,4.381,10004
0.177,5.488,9797
0.192,6.629,9633
0.207,7.696,9536
0.222,9.837,9222
0.237,11.508,8800
0.252,13.31,8393
0.267,15.309,8043
0.281,17.707,7669
0.296,19.983,7256
0.311,20.903,7040
0.326,21.901,6816
0.341,22.829,6615
0.356,22.935,6592
0.37,23.25,6538
0.385,23.394,6515
0.401,23.438,6508
0.415,23.425,6510
0.43,23.387,6516
0.445,23.419,6511
0.46,23.438,6508
0.475,23.444,6507
0.49,23.438,6508
0.505,23.413,6512
0.52,23.406,6513
0.535,23.438,6508
0.549,23.344,6523
0.564,23.212,6544
0.579,22.889,6602
0.594,22.583,6668
0.609,22.088,6775
0.624,21.668,6868
0.639,21.049,7006
0.654,20.504,7134
0.669,19.837,7281
0.683,18.622,7501
0.698,17.429,7710
0.713,15.891,7941
0.728,14.233,8232
0.743,11.954,8693
0.758,10.674,9009
0.773,7.652,9540
0.788,6.955,9604
0.803,5.64,9765
0.818,5.422,9811
0.833,5.246,9848
0.848,5.251,9847
0.863,5.251,9847
0.877,5.242,9849
0.892,5.242,9849
0.907,5.237,9850
0.922,5.209,9856
0.937,5.227,9852
0.952,5.085,9882
0.967,5.047,9890
0.982,4.935,9911
0.997,4.792,9935
1.012,4.667,9956
1.027,4.524,9980
1.041,4.381,10004
1.056,4.244,10027
1.071,4.137,10045
1.086,4.024,10064
1.101,3.813,10094
1.116,3.676,10113
1.131,3.511,10136
1.146,3.403,10151
1.16,3.273,10169
1.176,3.101,10193
1.19,2.942,10216
1.205,2.799,10238
1.22,2.675,10257
1.235,2.5,10284
1.25,2.422,10296
1.265,2.305,10314
1.28,2.169,10335
1.295,2.032,10356
1.31,1.858,10379
1.324,1.74,10394
1.34,1.591,10413
1.354,1.457,10430
1.369,1.378,10440
1.384,1.197,10463
1.399,1.047,10482
1.414,0.968,10493
1.429,0.848,10512
1.444,0.696,10536
1.459,0.665,10541
1.473,0.538,10561
1.488,0.43,10578
1.503,0.367,10588
1.518,0.297,10599
1.533,0.222,10611
1.548,0.082,10633
1.563,0.0,10650
1.578,0.038,10640
1.593,0.025,10642
1.608,0.019,10643
1.622,0.006,10645
1.638,0.025,10642
1.652,0.019,10643
1.667,0.019,10643
1.682,0.019,10643
0.013,0.044,10639
0.028,0.063,10636
0.043,0.095,10631
0.058,0.158,10621
0.073,0.165,10620
0.087,0.437,10577
0.102,0.829,10515
0.117,1.449,10431
0.132,2.416,10297
0.147,3.281,10168
0.162,4.357,10008
0.177,5.46,9803
0.192,6.393,9654
0.206,7.652,9540
0.221,9.921,9205
0.236,11.613,8775
0.251,13.195,8413
0.266,15.291,8046
0.281,17.673,7674
0.296,19.866,7276
0.311,20.962,7026
0.325,21.951,6805
0.34,22.773,6627
0.355,22.986,6581
0.37,23.281,6533
0.385,23.5,6498
0.4,23.538,6492
0.415,23.512,6496
0.43,23.587,6484
0.445,23.544,6491
0.46,23.556,6489
0.474,23.55,6490
0.489,23.556,6489
0.504,23.556,6489
0.519,23.569,6487
0.534,23.444,6507
0.549,23.337,6524
0.564,23.106,6561
0.579,22.824,6616
0.594,22.569,6671
0.609,22.162,6759
0.624,21.659,6870
0.638,21.126,6989
0.653,20.5,7135
0.668,19.744,7297
0.683,18.582,7509
0.698,17.476,7703
0.713,16.013,7920
0.728,14.278,8224
0.743,12.021,8677
0.758,9.931,9203
0.773,7.826,9524
0.788,6.618,9634
0.802,5.607,9772
0.817,5.445,9806
0.832,5.18,9862
0.847,5.204,9857
0.862,5.199,9858
0.877,5.19,9860
0.892,5.199,9858
0.907,5.204,9857
0.922,5.199,9858
0.937,5.19,9860
0.952,5.147,9869
0.966,5.024,9895
0.981,4.911,9915
0.996,4.792,9935
1.011,4.625,9963
