cycle,time_s,position_mm,raw_value
5,0.6637,7.0538,9551
5,0.6676,6.8409,9570
5,0.6727,6.6477,9587
5,0.6777,6.4545,9604
5,0.6828,6.2841,9619
5,0.6877,6.1136,9634
5,0.6926,5.967,9650
5,0.6975,5.8681,9668
5,0.7026,5.6978,9699
5,0.7074,5.5824,9720
5,0.7112,5.4341,9747
5,0.7151,5.2967,9772
5,0.7194,5.1484,9799
5,0.7243,4.994,9827
5,0.7292,4.8133,9857
5,0.7341,4.6747,9880
5,0.738,4.5361,9903
5,0.7423,4.3675,9931
5,0.7472,4.2169,9956
5,0.7521,4.0301,9987
5,0.757,3.8611,10012
5,0.7619,3.6528,10042
5,0.7658,3.5694,10054
5,0.7701,3.3333,10088
5,0.775,3.1736,10111
5,0.7799,2.9662,10141
5,0.7848,2.7973,10166
5,0.7897,2.6554,10187
5,0.7936,2.5135,10208
5,0.7979,2.3581,10231
5,0.8028,2.1689,10259
5,0.8078,1.9625,10290
5,0.8127,1.8062,10315
5,0.8176,1.75,10324
5,0.8227,1.5188,10361
5,0.8276,1.4438,10373
5,0.8324,1.3375,10390
5,0.8367,1.2063,10411
5,0.8415,1.0875,10430
5,0.8466,0.924,10457
5,0.8515,0.8246,10474
5,0.8564,0.7076,10494
5,0.8613,0.5906,10514
5,0.8664,0.4854,10532
5,0.8713,0.3801,10550
5,0.8763,0.2807,10567
5,0.881,0.2398,10574
6,-0.0317,0.5205,10526
6,-0.0268,0.5731,10517
6,-0.0219,0.6257,10508
6,-0.018,0.7076,10494
6,-0.0141,0.807,10477
6,-0.0099,0.883,10464
6,-0.0049,1.0125,10442
6,0.0,1.0938,10429
6,0.0052,1.1938,10413
6,0.01,1.5813,10351
6,0.0151,1.7937,10317
6,0.02,2.0743,10273
6,0.0249,2.3378,10234
6,0.0298,2.6351,10190
6,0.0347,2.9257,10147
6,0.0396,3.2153,10105
6,0.0435,3.5347,10059
6,0.0478,3.8819,10009
6,0.0527,4.241,9952
6,0.0575,4.4699,9914
6,0.0614,4.7952,9860
6,0.0665,5.1209,9804
6,0.0714,5.4341,9747
6,0.0764,5.7582,9688
6,0.0815,6.125,9633
6,0.0864,6.7614,9577
6,0.0912,7.0538,9551
6,0.0951,7.4409,9515
6,0.0993,7.9462,9468
6,0.1041,8.2832,9384
6,0.109,8.7061,9266
6,0.114,9.1832,9147
6,0.1189,10.124,8951
6,0.1228,10.736,8798
6,0.1267,11.1818,8682
6,0.1309,11.6255,8560
6,0.1358,12.2381,8417
6,0.1407,12.8571,8313
6,0.1457,13.6707,8179
6,0.1505,14.1747,8096
6,0.1544,14.5422,8035
6,0.1587,14.8735,7980
6,0.1636,15.1353,7936
6,0.1685,15.5,7874
6,0.1734,15.8176,7820
6,0.1783,16.0921,7775
6,0.1822,16.4474,7721
6,0.1864,16.8158,7665
6,0.1913,17.2789,7584
6,0.1962,17.5421,7534
6,0.2012,17.7947,7486
6,0.2061,17.9947,7448
6,0.2101,18.2389,7404
6,0.2152,18.5278,7352
6,0.2201,18.8111,7301
6,0.225,19.0178,7263
6,0.2289,19.1733,7228
6,0.2328,19.36,7186
6,0.2371,19.4844,7158
6,0.2418,19.5244,7149
6,0.2469,19.5689,7139
6,0.2518,19.6444,7122
6,0.2568,19.7289,7103
6,0.2619,19.7689,7094
6,0.2668,19.7733,7093
6,0.2717,19.7689,7094
6,0.2767,19.7067,7108
6,0.2814,19.5511,7143
6,0.2865,19.4667,7162
6,0.2914,19.2711,7206
6,0.2966,19.1467,7234
6,0.3013,19.0356,7259
6,0.3064,18.8278,7298
6,0.3113,18.6389,7332
6,0.3162,18.5389,7350
6,0.3201,18.3722,7380
6,0.3243,18.2111,7409
6,0.3292,18.0167,7444
6,0.3341,17.8526,7475
6,0.339,17.7474,7495
6,0.3429,17.5842,7526
6,0.3472,17.4211,7557
6,0.3521,17.2474,7590
6,0.357,17.0526,7627
6,0.3619,16.9605,7643
6,0.3658,16.7829,7670
6,0.3697,16.6711,7687
6,0.3739,16.4868,7715
6,0.3788,16.3026,7743
6,0.3838,16.1579,7765
6,0.3887,16.0066,7788
6,0.3926,15.9353,7800
6,0.3968,15.7471,7832
6,0.4017,15.5824,7860
6,0.4067,15.4353,7885
6,0.4116,15.3176,7905
6,0.4155,15.1824,7928
6,0.4197,15.0176,7956
6,0.4246,14.8735,7980
6,0.4294,14.747,8001
6,0.4333,14.6265,8021
6,0.4375,14.4578,8049
6,0.4424,14.3072,8074
6,0.4473,14.1988,8092
6,0.4515,14.0542,8116
6,0.4564,13.9085,8140
6,0.4613,13.7378,8168
6,0.4663,13.5427,8200
6,0.4712,13.4146,8221
6,0.4761,13.2134,8254
6,0.48,13.122,8269
6,0.4839,12.9762,8293
6,0.4882,12.7857,8325
6,0.4931,12.6726,8344
6,0.498,12.5,8373
6,0.5029,12.3512,8398
6,0.5078,12.1488,8432
6,0.5117,11.9818,8462
6,0.5159,11.8436,8500
6,0.5208,11.6836,8544
6,0.5257,11.5382,8584
6,0.5306,11.4436,8610
6,0.5345,11.3091,8647
6,0.5388,11.1455,8692
6,0.5437,10.992,8734
6,0.5486,10.844,8771
6,0.5535,10.668,8815
6,0.5584,10.552,8844
6,0.5623,10.408,8880
6,0.5666,10.24,8922
6,0.5715,10.092,8959
6,0.5764,9.8465,9013
6,0.5813,9.7228,9038
6,0.5852,9.5693,9069
6,0.5894,9.3317,9117
6,0.5943,9.1287,9158
6,0.5992,8.9283,9204
6,0.6041,8.8315,9231
6,0.6081,8.6738,9275
6,0.6132,8.5125,9320
6,0.618,8.405,9350
6,0.6223,8.2652,9389
6,0.6272,8.1075,9433
6,0.6321,8.0143,9459
6,0.6369,7.871,9475
6,0.6411,7.6774,9493
6,0.6459,7.5806,9502
6,0.6498,7.4301,9516
6,0.654,7.2473,9533
6,0.6589,7.0753,9549
6,0.6639,6.875,9567
6,0.6688,6.6818,9584
6,0.6737,6.5568,9595
6,0.6776,6.3864,9610
6,0.6818,6.2159,9625
6,0.6868,6.0341,9641
6,0.6917,5.9121,9660
6,0.6966,5.7747,9685
6,0.7015,5.6319,9711
6,0.7054,5.544,9727
6,0.7096,5.3297,9766
6,0.7145,5.1923,9791
6,0.7194,5.0385,9819
6,0.7243,4.8916,9844
6,0.7292,4.7229,9872
6,0.7331,4.5964,9893
6,0.7373,4.4217,9922
6,0.7422,4.2651,9948
6,0.7471,4.0663,9981
6,0.7521,3.9375,10001
6,0.7559,3.7639,10026
6,0.7602,3.5972,10050
6,0.7651,3.4028,10078
6,0.77,3.2222,10104
6,0.7749,3.0972,10122
6,0.7788,2.9122,10149
6,0.7831,2.7703,10170
6,0.788,2.5743,10199
6,0.7929,2.4324,10220
6,0.7978,2.2635,10245
6,0.8027,2.1351,10264
6,0.8066,1.9625,10290
6,0.8109,1.8,10316
6,0.8158,1.7063,10331
6,0.8208,1.5562,10355
6,0.8255,1.4312,10375
6,0.8298,1.2875,10398
6,0.8347,1.1375,10422
6,0.8396,1.0625,10434
6,0.8445,0.9181,10458
6,0.8496,0.7778,10482
6,0.8545,0.7076,10494
6,0.8594,0.5556,10520
6,0.8644,0.462,10536
6,0.8695,0.3743,10551
6,0.8743,0.2456,10573
6,0.8792,0.2164,10578
7,-0.0327,0.5263,10525
7,-0.0278,0.6374,10506
7,-0.0229,0.7018,10495
7,-0.019,0.7836,10481
7,-0.0147,0.8713,10466
7,-0.0098,0.9474,10453
7,-0.0049,1.0813,10431
7,0.0,1.1125,10426
7,0.0053,1.3062,10395
7,0.01,1.55,10356
7,0.0148,1.775,10320
7,0.019,2.0203,10281
7,0.024,2.2838,10242
7,0.0287,2.5338,10205
7,0.0326,2.8243,10162
7,0.0368,3.1042,10121
7,0.0417,3.4514,10071
7,0.0466,3.8403,10015
7,0.0515,4.1988,9959
7,0.0564,4.4578,9916
7,0.0603,4.6928,9877
7,0.0646,5.022,9822
7,0.0695,5.3297,9766
7,0.0744,5.6593,9706
7,0.0793,5.9725,9649
7,0.0842,6.3636,9612
7,0.0881,6.8977,9565
7,0.0923,7.3226,9526
7,0.0972,7.6882,9492
7,0.1021,8.147,9422
7,0.107,8.5125,9320
7,0.1119,8.8387,9229
7,0.1159,9.3119,9121
7,0.1201,10.36,8892
7,0.125,10.976,8738
7,0.13,11.4473,8609
7,0.1349,11.9491,8471
7,0.1398,12.7083,8338
7,0.1448,13.3841,8226
7,0.1498,14.0181,8122
7,0.1547,14.5361,8036
7,0.1596,14.9639,7965
7,0.1646,15.3412,7901
7,0.1697,15.5647,7863
7,0.1746,15.9176,7803
7,0.1795,16.3684,7733
7,0.1845,16.7171,7680
7,0.1892,17.0105,7635
7,0.1934,17.4316,7555
7,0.1984,17.7316,7498
7,0.2033,17.9421,7458
7,0.2082,18.1333,7423
7,0.2121,18.4056,7374
7,0.2172,18.7167,7318
7,0.2221,18.9667,7273
7,0.227,19.1467,7234
7,0.2319,19.3511,7188
7,0.2358,19.52,7150
7,0.24,19.5644,7140
7,0.2449,19.6089,7130
7,0.2498,19.6933,7111
7,0.2547,19.7733,7093
7,0.2596,19.84,7078
7,0.2635,19.88,7069
7,0.2678,19.8578,7074
7,0.2727,19.8844,7068
7,0.2776,19.7644,7095
7,0.2825,19.6533,7120
7,0.2864,19.5511,7143
7,0.2903,19.4756,7160
7,0.2945,19.3244,7194
7,0.2994,19.1467,7234
7,0.3044,19.0578,7254
7,0.3093,18.9167,7282
7,0.3132,18.7278,7316
7,0.3174,18.5833,7342
7,0.3223,18.3889,7377
7,0.3272,18.2278,7406
7,0.3322,18.0944,7430
7,0.3361,17.9211,7462
7,0.3412,17.7684,7491
7,0.3461,17.6053,7522
7,0.3512,17.4053,7560
7,0.356,17.2211,7595
7,0.361,17.0737,7623
7,0.3661,16.8882,7654
7,0.371,16.7039,7682
7,0.3758,16.5724,7702
7,0.38,16.4539,7720
7,0.3849,16.2368,7753
7,0.3898,16.0592,7780
7,0.3947,15.9471,7798
7,0.3987,15.7882,7825
7,0.4038,15.6471,7849
7,0.4087,15.4882,7876
7,0.4138,15.3235,7904
7,0.4187,15.1647,7931
7,0.4236,15.0294,7954
7,0.4286,14.8735,7980
7,0.4333,14.753,8000
7,0.4375,14.5964,8026
7,0.4424,14.4458,8051
7,0.4473,14.2892,8077
7,0.4522,14.1566,8099
7,0.4561,14.0361,8119
7,0.4604,13.8659,8147
7,0.4652,13.7195,8171
7,0.4701,13.5305,8202
7,0.4751,13.4024,8223
7,0.4789,13.2683,8245
7,0.4832,13.1159,8270
7,0.4881,12.9226,8302
7,0.493,12.756,8330
7,0.4979,12.6369,8350
7,0.5018,12.5179,8370
7,0.5061,12.3393,8400
7,0.511,12.1369,8434
7,0.5159,11.9418,8473
7,0.5208,11.7927,8514
7,0.5257,11.68,8545
7,0.5296,11.5636,8577
7,0.5339,11.4327,8613
7,0.5388,11.2691,8658
7,0.5437,11.12,8699
7,0.5487,10.988,8735
7,0.5538,10.792,8784
7,0.5587,10.632,8824
7,0.5636,10.476,8863
7,0.5685,10.34,8897
7,0.5724,10.136,8948
7,0.5775,9.9851,8985
7,0.5824,9.7574,9031
7,0.5873,9.5842,9066
7,0.5925,9.3762,9108
7,0.5974,9.1584,9152
7,0.6022,9.0,9184
7,0.6064,8.8387,9229
7,0.6113,8.6738,9275
7,0.6162,8.5484,9310
7,0.6211,8.4409,9340
7,0.625,8.2939,9381
7,0.6301,8.1434,9423
7,0.635,8.0179,9458
7,0.6399,7.914,9471
7,0.6438,7.7849,9483
7,0.648,7.6559,9495
7,0.653,7.4409,9515
7,0.6579,7.2688,9531
7,0.6629,7.0753,9549
7,0.6677,6.9432,9561
7,0.6716,6.8068,9573
7,0.6755,6.6136,9590
7,0.6798,6.3864,9610
7,0.6847,6.2614,9621
7,0.6896,6.0909,9636
7,0.6945,5.9231,9658
7,0.6994,5.8407,9673
7,0.7033,5.7198,9695
7,0.7076,5.5604,9724
7,0.7125,5.3791,9757
7,0.7174,5.2253,9785
7,0.7223,5.0495,9817
7,0.7273,4.9157,9840
7,0.7311,4.7711,9864
7,0.7358,4.6325,9887
7,0.7405,4.4398,9919
7,0.7452,4.3313,9937
7,0.749,4.1747,9963
7,0.7533,3.9931,9993
7,0.7582,3.7708,10025
7,0.7631,3.6181,10047
7,0.768,3.4375,10073
7,0.7729,3.3125,10091
7,0.7768,3.1389,10116
7,0.781,3.0,10136
7,0.786,2.8176,10163
7,0.7908,2.6351,10190
7,0.7958,2.4932,10211
7,0.7997,2.3581,10231
7,0.8036,2.223,10251
7,0.8078,2.0473,10277
7,0.8128,1.8875,10302
7,0.8176,1.7563,10323
7,0.8225,1.6187,10345
7,0.8264,1.5,10364
7,0.8307,1.3875,10382
7,0.8356,1.2312,10407
7,0.8405,1.0938,10429
7,0.8454,0.9825,10447
7,0.8503,0.8889,10463
7,0.8542,0.7953,10479
7,0.8585,0.6784,10499
7,0.8634,0.5556,10520
7,0.8683,0.462,10536
7,0.8732,0.3626,10553
7,0.8771,0.2807,10567
8,-0.0327,0.5614,10519
8,-0.0278,0.6199,10509
8,-0.0228,0.7018,10495
8,-0.0189,0.7661,10484
8,-0.0147,0.8889,10463
8,-0.0098,0.9474,10453
8,-0.0049,1.0625,10434
8,0.0,1.225,10408
8,0.0053,1.5813,10351
8,0.01,1.8062,10315
8,0.0151,2.027,10280
8,0.02,2.2973,10240
8,0.0249,2.6419,10189
8,0.0298,2.9122,10149
8,0.0347,3.1944,10108
8,0.0386,3.5069,10063
8,0.0425,3.7639,10026
8,0.0467,4.1446,9968
8,0.0516,4.4337,9920
8,0.0565,4.7892,9861
8,0.0615,5.033,9820
8,0.0653,5.3077,9770
8,0.0693,5.544,9727
8,0.0735,5.8626,9669
8,0.0784,6.3523,9613
8,0.0833,6.9432,9561
8,0.0883,7.3441,9524
8,0.0932,7.6774,9493
8,0.0971,8.0323,9454
8,0.1013,8.4337,9342
8,0.1062,8.8136,9236
8,0.1111,9.5594,9071
8,0.116,10.588,8835
8,0.1209,11.2,8677
8,0.1259,11.5345,8585
8,0.1298,12.1607,8430
8,0.1349,12.7024,8339
8,0.1398,13.3598,8230
8,0.1447,14.1145,8106
8,0.1497,14.5964,8026
8,0.1548,14.8313,7987
8,0.1597,15.1471,7934
8,0.1646,15.5824,7860
8,0.1696,15.8824,7809
8,0.1746,16.2566,7750
8,0.1796,16.6842,7685
8,0.1844,17.0105,7635
8,0.1883,17.3895,7563
8,0.1934,17.6368,7516
8,0.1983,17.8684,7472
8,0.2032,18.0833,7432
8,0.2071,18.3222,7389
8,0.2113,18.5667,7345
8,0.2163,18.8333,7297
8,0.2211,19.0444,7257
8,0.2249,19.2178,7218
8,0.2292,19.4267,7171
8,0.2339,19.4489,7166
8,0.2389,19.5289,7148
8,0.2428,19.5778,7137
8,0.2471,19.6356,7124
8,0.2519,19.7244,7104
8,0.2568,19.7733,7093
8,0.2617,19.7778,7092
8,0.2666,19.7822,7091
8,0.2705,19.7378,7101
8,0.2748,19.6356,7124
8,0.2797,19.4667,7162
8,0.2846,19.3733,7183
8,0.2895,19.1778,7227
8,0.2944,19.0667,7252
8,0.2983,18.9556,7275
8,0.3025,18.7833,7306
8,0.3075,18.6278,7334
8,0.3124,18.4389,7368
8,0.3173,18.3222,7389
8,0.3212,18.1556,7419
8,0.3254,17.9789,7451
8,0.3304,17.8526,7475
8,0.3353,17.6579,7512
8,0.3401,17.5421,7534
8,0.3443,17.3421,7572
8,0.3491,17.1684,7605
8,0.353,17.0579,7626
8,0.3572,16.8816,7655
8,0.3621,16.6974,7683
8,0.367,16.5263,7709
8,0.3721,16.3553,7735
8,0.3771,16.1974,7759
8,0.3819,16.0395,7783
8,0.387,15.8706,7811
8,0.392,15.7235,7836
8,0.3967,15.6235,7853
8,0.401,15.4588,7881
8,0.4057,15.3176,7905
8,0.4108,15.1529,7933
8,0.4157,15.0294,7954
8,0.4207,14.8373,7986
8,0.4256,14.7229,8005
8,0.4307,14.5602,8032
8,0.4355,14.3855,8061
8,0.4405,14.2048,8091
8,0.4454,14.0241,8121
8,0.4503,13.9024,8141
8,0.4542,13.7988,8158
8,0.4584,13.622,8187
8,0.4633,13.439,8217
8,0.4682,13.2622,8246
8,0.4731,13.1524,8264
8,0.477,13.0305,8284
8,0.4812,12.869,8311
8,0.4861,12.7143,8337
8,0.491,12.5893,8358
8,0.4959,12.4464,8382
8,0.4999,12.3333,8401
8,0.5041,12.0833,8443
8,0.509,11.9091,8482
8,0.5139,11.7782,8518
8,0.5188,11.6109,8564
8,0.5237,11.4909,8597
8,0.5276,11.36,8633
8,0.5319,11.1891,8680
8,0.5369,11.0473,8719
8,0.5418,10.904,8756
8,0.5466,10.76,8792
8,0.5508,10.588,8835
8,0.5557,10.416,8878
8,0.5606,10.256,8918
8,0.5656,10.092,8959
8,0.5707,9.8861,9005
8,0.5756,9.6683,9049
8,0.5805,9.5,9083
8,0.5854,9.297,9124
8,0.5903,9.0941,9165
8,0.5954,8.8996,9212
8,0.6004,8.7778,9246
8,0.6053,8.6308,9287
8,0.6102,8.4946,9325
8,0.6141,8.3871,9355
8,0.6183,8.2509,9393
8,0.6231,8.0789,9441
8,0.627,8.0179,9458
8,0.6313,7.9032,9472
8,0.6362,7.7312,9488
8,0.641,7.5484,9505
8,0.6459,7.4086,9518
8,0.6508,7.1505,9542
8,0.6547,6.9773,9558
8,0.659,6.8409,9570
8,0.6639,6.6932,9583
8,0.6688,6.4659,9603
8,0.6737,6.3182,9616
8,0.6786,6.1477,9631
8,0.6825,6.0227,9642
8,0.6868,5.9066,9661
8,0.6917,5.7747,9685
8,0.6966,5.5769,9721
8,0.7015,5.4451,9745
8,0.7064,5.3407,9764
8,0.7103,5.1538,9798
8,0.7146,5.0385,9819
8,0.7195,4.8795,9846
8,0.7244,4.6988,9876
8,0.7293,4.5663,9898
8,0.7332,4.4398,9919
8,0.7375,4.253,9950
8,0.7424,4.0663,9981
8,0.7473,3.8194,10018
8,0.7521,3.7431,10029
8,0.7564,3.5833,10052
8,0.7613,3.3542,10085
8,0.7662,3.2083,10106
8,0.7711,2.9865,10138
8,0.776,2.8514,10158
8,0.7799,2.7095,10179
8,0.7841,2.527,10206
8,0.789,2.3716,10229
8,0.794,2.1689,10259
8,0.7987,2.0743,10273
8,0.803,1.9187,10297
8,0.8078,1.825,10312
8,0.8117,1.7063,10331
8,0.8159,1.5562,10355
8,0.8208,1.3938,10381
8,0.8258,1.2563,10403
8,0.8305,1.175,10416
8,0.8348,1.0312,10439
8,0.8397,0.9298,10456
8,0.8446,0.8012,10478
8,0.8495,0.6842,10498
8,0.8544,0.5906,10514
8,0.8583,0.5205,10526
8,0.8625,0.4035,10546
8,0.8674,0.2807,10567
9,-0.0317,0.4444,10539
9,-0.0268,0.6374,10506
9,-0.0219,0.6784,10499
9,-0.018,0.7251,10491
9,-0.0141,0.8012,10478
9,-0.0098,0.9357,10455
9,-0.0049,1.0,10444
9,0.0,1.125,10424
9,0.0052,1.2688,10401
9,0.01,1.4438,10373
9,0.0151,1.8125,10314
9,0.0199,2.0,10284
9,0.0248,2.223,10251
9,0.0299,2.5,10210
9,0.0348,2.8446,10159
9,0.0398,3.1458,10115
9,0.0446,3.5417,10058
9,0.0496,3.9236,10003
9,0.0546,4.1747,9963
9,0.0584,4.4337,9920
9,0.0623,4.6988,9876
9,0.0666,5.0385,9819
9,0.0715,5.3462,9763
9,0.0764,5.6538,9707
9,0.0813,5.9451,9654
9,0.0862,6.3409,9614
9,0.0901,6.7614,9577
9,0.0943,7.2366,9534
9,0.0992,7.7527,9486
9,0.1042,8.0824,9440
9,0.1091,8.4946,9325
9,0.114,8.8781,9218
9,0.1189,9.4505,9093
9,0.1228,10.288,8910
9,0.127,11.0109,8729
9,0.1319,11.4618,8605
9,0.1369,11.9818,8462
9,0.1417,12.7917,8324
9,0.1466,13.3293,8235
9,0.1505,13.7805,8161
9,0.1545,14.2048,8091
9,0.1587,14.6325,8020
9,0.1636,15.0118,7957
9,0.1686,15.3412,7901
9,0.1734,15.6882,7842
9,0.1783,15.9706,7794
9,0.1822,16.2763,7747
9,0.1861,16.6184,7695
9,0.1904,17.0158,7634
9,0.1953,17.3684,7567
9,0.2002,17.6632,7511
9,0.2051,17.8211,7481
9,0.209,18.0389,7440
9,0.2133,18.3278,7388
9,0.2182,18.5778,7343
9,0.2231,18.8833,7288
9,0.228,19.1067,7243
9,0.2329,19.2844,7203
9,0.2368,19.4533,7165
9,0.2408,19.5511,7143
9,0.2449,19.5733,7138
9,0.2498,19.64,7123
9,0.2547,19.7289,7103
9,0.2597,19.8044,7086
9,0.2636,19.8622,7073
9,0.2679,19.8578,7074
9,0.2728,19.8489,7076
9,0.2776,19.8267,7081
9,0.2827,19.6711,7116
9,0.2876,19.5289,7148
9,0.2925,19.4178,7173
9,0.2976,19.2578,7209
9,0.3026,19.1067,7243
9,0.3075,18.9778,7271
9,0.3124,18.8333,7297
9,0.3173,18.65,7330
9,0.3212,18.5667,7345
9,0.3254,18.3833,7378
9,0.3304,18.1944,7412
9,0.3353,17.9947,7448
9,0.3402,17.8421,7477
9,0.3451,17.7421,7496
9,0.349,17.6211,7519
9,0.3532,17.4263,7556
9,0.3581,17.2263,7594
9,0.363,17.0421,7629
9,0.3679,16.9211,7649
9,0.3718,16.7566,7674
9,0.376,16.5987,7698
9,0.3809,16.4211,7725
9,0.3858,16.2566,7750
9,0.3907,16.1447,7767
9,0.3946,15.9824,7792
9,0.3988,15.8588,7813
9,0.4037,15.6824,7843
9,0.4087,15.5647,7863
9,0.4136,15.4294,7886
9,0.4185,15.3176,7905
9,0.4224,15.1765,7929
9,0.4266,15.0294,7954
9,0.4315,14.8675,7981
9,0.4365,14.6867,8011
9,0.4414,14.5181,8039
9,0.4463,14.4096,8057
9,0.4502,14.2229,8088
9,0.4541,14.1145,8106
9,0.4584,13.939,8135
9,0.4633,13.7927,8159
9,0.4682,13.628,8186
9,0.4731,13.4512,8215
9,0.4783,13.3049,8239
9,0.4832,13.189,8258
9,0.4881,13.0244,8285
9,0.493,12.8393,8316
9,0.4969,12.7679,8328
9,0.5011,12.6012,8356
9,0.506,12.4464,8382
9,0.5109,12.244,8416
9,0.5158,12.0476,8449
9,0.5197,11.9018,8484
9,0.524,11.7564,8524
9,0.5289,11.6218,8561
9,0.5337,11.4982,8595
9,0.5376,11.4036,8621
9,0.5418,11.2473,8664
9,0.5467,11.0873,8708
9,0.5517,10.908,8755
9,0.5566,10.772,8789
9,0.5616,10.616,8828
9,0.5665,10.432,8874
9,0.5715,10.28,8912
9,0.5764,10.12,8952
9,0.5813,9.9653,8989
9,0.5852,9.7871,9025
9,0.5894,9.5792,9067
9,0.5944,9.3911,9105
9,0.5993,9.1535,9153
9,0.6042,8.9677,9193
9,0.6091,8.8459,9227
9,0.613,8.7348,9258
9,0.6172,8.5699,9304
9,0.6221,8.4194,9346
9,0.627,8.2903,9382
9,0.6319,8.1577,9419
9,0.6358,8.043,9451
9,0.6401,7.9677,9466
9,0.6449,7.7527,9486
9,0.6499,7.5054,9509
9,0.6548,7.4839,9511
9,0.6587,7.3441,9524
9,0.663,7.1505,9542
9,0.6679,6.9318,9562
9,0.6729,6.7727,9576
9,0.6776,6.5682,9594
9,0.6818,6.3864,9610
9,0.6866,6.25,9622
9,0.6905,6.1136,9634
9,0.6947,5.978,9648
9,0.6997,5.8791,9666
9,0.7046,5.7198,9695
9,0.7094,5.5714,9722
9,0.7136,5.4231,9749
9,0.7185,5.2582,9779
9,0.7234,5.0934,9809
9,0.7283,4.9217,9839
9,0.7333,4.7831,9862
9,0.7372,4.6145,9890
9,0.7423,4.4277,9921
9,0.7472,4.2892,9944
9,0.7523,4.1386,9969
9,0.7572,3.9514,9999
9,0.7622,3.7639,10026
9,0.767,3.5694,10054
9,0.7719,3.4306,10074
9,0.7758,3.2569,10099
9,0.78,3.0903,10123
9,0.7849,2.8919,10152
9,0.7898,2.7297,10176
9,0.7948,2.5946,10196
9,0.7986,2.473,10214
9,0.8026,2.3378,10234
9,0.8068,2.1149,10267
9,0.8117,2.0405,10278
9,0.8166,1.8125,10314
9,0.8215,1.725,10328
9,0.8254,1.6187,10345
9,0.8297,1.4688,10369
9,0.8346,1.35,10388
9,0.8395,1.1938,10413
9,0.8444,1.0437,10437
9,0.8493,0.9649,10450
9,0.8532,0.8596,10468
9,0.8575,0.7485,10487
9,0.8624,0.6608,10502
9,0.8674,0.5263,10525
9,0.8723,0.4327,10541
9,0.8772,0.3099,10562
9,0.8823,0.2339,10575
10,-0.0327,0.5205,10526
10,-0.0278,0.5556,10520
10,-0.0229,0.6842,10498
10,-0.018,0.8129,10476
10,-0.0131,0.7953,10479
10,-0.0092,0.8713,10466
10,-0.0049,1.0312,10439
10,0.0,1.1125,10426
10,0.0053,1.2812,10399
10,0.0099,1.7375,10326
10,0.0148,2.0,10284
10,0.0197,2.1622,10260
10,0.0246,2.3581,10231
10,0.0285,2.5676,10200
10,0.0328,2.8986,10151
10,0.0377,3.1458,10115
10,0.0425,3.5417,10058
10,0.0475,3.8958,10007
10,0.0524,4.1506,9967
10,0.0563,4.4277,9921
10,0.0605,4.7952,9860
10,0.0654,5.1374,9801
10,0.0703,5.4231,9749
10,0.0753,5.7692,9686
10,0.0801,6.125,9633
10,0.0851,6.6591,9586
10,0.089,7.0645,9550
10,0.0932,7.3871,9520
10,0.0981,7.9785,9465
10,0.1031,8.2867,9383
10,0.108,8.6595,9279
10,0.1129,9.0941,9165
10,0.1178,10.02,8977
10,0.1217,10.648,8820
10,0.126,11.1745,8684
10,0.1309,11.5855,8571
10,0.1358,12.4643,8379
10,0.1407,13.1402,8266
10,0.1456,13.6951,8175
10,0.1506,14.1988,8092
10,0.1557,14.7108,8007
10,0.1606,15.0294,7954
10,0.1653,15.2412,7918
10,0.1692,15.5471,7866
10,0.1735,15.8824,7809
10,0.1784,16.2961,7744
10,0.1834,16.6842,7685
10,0.1881,16.9868,7639
10,0.1923,17.4105,7559
10,0.1973,17.6211,7519
10,0.202,17.8211,7481
10,0.206,18.0333,7441
10,0.2102,18.3278,7388
10,0.2149,18.5944,7340
10,0.2198,18.8056,7302
10,0.2237,18.9944,7268
10,0.228,19.24,7213
10,0.2329,19.4533,7165
10,0.2378,19.48,7159
10,0.2427,19.4889,7157
10,0.2466,19.6222,7127
10,0.2505,19.6622,7118
10,0.2547,19.7333,7102
10,0.2596,19.7911,7089
10,0.2645,19.7556,7097
10,0.2694,19.7911,7089
10,0.2733,19.7333,7102
10,0.2776,19.6711,7116
10,0.2825,19.4756,7160
10,0.2874,19.3467,7189
10,0.2923,19.2222,7217
10,0.2962,19.1689,7229
10,0.3004,18.9833,7270
10,0.3053,18.8722,7290
10,0.3102,18.6444,7331
10,0.3153,18.4944,7358
10,0.3203,18.3278,7388
10,0.3252,18.1444,7421
10,0.3301,17.9105,7464
10,0.3351,17.7947,7486
10,0.3402,17.6158,7520
10,0.3451,17.4474,7552
10,0.35,17.2895,7582
10,0.3549,17.1105,7616
10,0.36,16.9408,7646
10,0.365,16.7566,7674
10,0.3699,16.5921,7699
10,0.3748,16.4737,7717
10,0.3787,16.2961,7744
10,0.3826,16.1579,7765
10,0.3877,16.0,7789
10,0.3926,15.8824,7809
10,0.3965,15.7471,7832
10,0.4008,15.5588,7864
10,0.4057,15.4,7891
10,0.4106,15.3,7908
10,0.4153,15.1588,7932
10,0.4195,15.0118,7957
10,0.4244,14.8554,7983
10,0.4293,14.7169,8006
10,0.4343,14.5301,8037
10,0.4392,14.4337,8053
10,0.4431,14.2952,8076
10,0.4473,14.1386,8102
10,0.4522,13.9634,8131
10,0.4571,13.8049,8157
10,0.462,13.6463,8183
10,0.4659,13.5488,8199
10,0.4699,13.4207,8220
10,0.4741,13.2683,8245
10,0.479,13.0732,8277
