cycle,time_s,position_mm,read_count,raw_rate_hz
1,0.7217,18.3521,2,200.0
1,0.7317,17.7126,2,200.0
1,0.7417,16.9586,2,200.0
1,0.7517,15.5942,3,300.0
1,0.7617,14.6362,2,200.0
1,0.7717,13.5489,2,200.0
1,0.7817,12.4631,2,200.0
1,0.7917,11.2711,2,200.0
1,0.8017,9.2726,3,300.0
1,0.8117,8.2948,2,200.0
1,0.8217,7.6046,2,200.0
1,0.8317,6.8974,2,200.0
1,0.8417,6.3199,2,200.0
1,0.8517,6.0411,2,200.0
1,0.8617,5.7874,3,300.0
1,0.8717,5.6047,2,200.0
1,0.8817,5.5384,2,200.0
1,0.8917,5.5302,2,200.0
1,0.9017,5.5186,2,200.0
1,0.9117,5.5047,3,300.0
1,0.9217,5.5105,2,200.0
1,0.9317,5.5151,2,200.0
1,0.9417,5.5209,2,200.0
1,0.9517,5.5186,2,200.0
1,0.9617,5.5116,3,300.0
1,0.9717,5.5012,2,200.0
1,0.9817,5.4558,2,200.0
1,0.9917,5.3872,2,200.0
1,1.0017,5.314,2,200.0
1,1.0117,5.2337,2,200.0
1,1.0217,5.1477,2,200.0
1,1.0317,5.064,2,200.0
1,1.0417,4.9269,3,300.0
1,1.0517,4.8491,2,200.0
1,1.0617,4.7771,2,200.0
1,1.0717,4.7017,2,200.0
1,1.0817,4.576,3,300.0
1,1.0917,4.4937,2,200.0
1,1.1017,4.4137,2,200.0
1,1.1117,4.3394,2,200.0
1,1.1217,4.2617,2,200.0
1,1.1317,4.1349,3,300.0
1,1.1417,4.0547,2,200.0
1,1.1517,3.9749,2,200.0
1,1.1617,3.8882,2,200.0
1,1.1717,3.8106,2,200.0
1,1.1817,3.7412,2,200.0
1,1.1917,3.6788,2,200.0
1,1.2017,3.5471,3,300.0
1,1.2117,3.4553,2,200.0
1,1.2217,3.3729,2,200.0
1,1.2317,3.3165,2,200.0
1,1.2417,3.2459,2,200.0
1,1.2517,3.1106,3,300.0
1,1.2617,3.0363,2,200.0
1,1.2717,2.9572,2,200.0
1,1.2817,2.8344,2,200.0
1,1.2917,2.7344,2,200.0
1,1.3017,2.6311,2,200.0
1,1.3118,2.5311,2,200.0
1,1.3217,2.3672,3,300.0
1,1.3317,2.259,2,200.0
1,1.3417,2.1639,2,200.0
1,1.3517,2.076,2,200.0
1,1.3617,1.956,2,200.0
1,1.3717,1.8472,3,300.0
1,1.3817,1.7694,2,200.0
1,1.3917,1.6639,2,200.0
1,1.4017,1.5833,2,200.0
1,1.4117,1.5042,2,200.0
1,1.4217,1.4194,2,200.0
1,1.4317,1.35,2,200.0
1,1.4417,1.2764,2,200.0
1,1.4517,1.1542,3,300.0
1,1.4617,1.0708,2,200.0
1,1.4717,0.9971,2,200.0
1,1.4817,0.9259,2,200.0
1,1.4917,0.8522,2,200.0
1,1.5017,0.7652,3,300.0
1,1.5117,0.6981,2,200.0
1,1.5217,0.6323,2,200.0
1,1.5317,0.5602,2,200.0
1,1.5417,0.4932,2,200.0
1,1.5518,0.4261,2,200.0
1,1.5617,0.3342,3,300.0
1,1.5717,0.2658,2,200.0
1,1.5817,0.205,2,200.0
1,1.5917,0.1528,2,200.0
1,1.6017,0.1043,2,200.0
1,1.6117,0.0497,2,200.0
1,1.6217,0.005,3,300.0
1,1.6317,0.0,2,200.0
1,1.6417,0.0,2,200.0
1,1.6517,0.0,2,200.0
1,1.6617,0.0,2,200.0
1,1.6717,0.0509,3,300.0
