stroke_no,direction,time_s,position_mm,raw_value
4,DOWN,0.5514,0.3743,10551
4,DOWN,0.5552,0.3801,10550
4,DOWN,0.5592,0.3801,10550
4,DOWN,0.5634,0.3801,10550
4,DOWN,0.5682,0.4035,10546
4,DOWN,0.5721,0.3977,10547
4,DOWN,0.5763,0.3918,10548
4,DOWN,0.5812,0.386,10549
4,DOWN,0.5862,0.3743,10551
4,DOWN,0.591,0.3684,10552
4,DOWN,0.5949,0.386,10549
4,DOWN,0.5992,0.3801,10550
4,DOWN,0.6041,0.3743,10551
4,DOWN,0.609,0.3801,10550
4,DOWN,0.6139,0.3684,10552
4,DOWN,0.6188,0.3743,10551
4,DOWN,0.6227,0.3743,10551
4,DOWN,0.627,0.386,10549
4,DOWN,0.6319,0.386,10549
4,DOWN,0.6368,0.3918,10548
4,DOWN,0.6417,0.3918,10548
4,DOWN,0.6466,0.3918,10548
4,DOWN,0.6505,0.386,10549
4,DOWN,0.6548,0.3743,10551
4,DOWN,0.6597,0.3567,10554
4,DOWN,0.6646,0.3626,10553
4,DOWN,0.6695,0.3626,10553
4,DOWN,0.6744,0.3626,10553
4,DOWN,0.6783,0.3743,10551
4,DOWN,0.6825,0.3684,10552
4,DOWN,0.6874,0.3801,10550
4,DOWN,0.6912,0.3918,10548
4,DOWN,0.6955,0.4035,10546
4,DOWN,0.7003,0.4094,10545
4,DOWN,0.7053,0.4094,10545
4,DOWN,0.7102,0.4094,10545
4,DOWN,0.7141,0.3918,10548
4,DOWN,0.7183,0.3743,10551
4,DOWN,0.7232,0.3918,10548
4,DOWN,0.7282,0.386,10549
4,DOWN,0.733,0.3801,10550
4,DOWN,0.7379,0.3801,10550
4,DOWN,0.7418,0.4386,10540
4,DOWN,0.7461,0.3918,10548
4,DOWN,0.751,0.3918,10548
4,DOWN,0.7559,0.3626,10553
4,DOWN,0.7608,0.3918,10548
4,DOWN,0.7657,0.386,10549
4,DOWN,0.7696,0.3684,10552
4,DOWN,0.7739,0.386,10549
4,DOWN,0.7788,0.3626,10553
4,DOWN,0.7837,0.386,10549
4,DOWN,0.7886,0.3743,10551
4,DOWN,0.7935,0.3684,10552
4,DOWN,0.7974,0.3567,10554
4,DOWN,0.8017,0.386,10549
4,DOWN,0.8066,0.386,10549
4,DOWN,0.8115,0.3684,10552
4,DOWN,0.8164,0.386,10549
4,DOWN,0.8203,0.3801,10550
4,DOWN,0.8245,0.3743,10551
4,DOWN,0.8294,0.386,10549
4,DOWN,0.8343,0.3743,10551
4,DOWN,0.8392,0.3567,10554
4,DOWN,0.8431,0.3684,10552
4,DOWN,0.847,0.3567,10554
4,DOWN,0.8513,0.3743,10551
4,DOWN,0.8562,0.3801,10550
4,DOWN,0.8611,0.386,10549
4,DOWN,0.866,0.3801,10550
4,DOWN,0.8699,0.3801,10550
4,DOWN,0.8742,0.4035,10546
4,DOWN,0.8791,0.3743,10551
4,DOWN,0.884,0.3918,10548
4,DOWN,0.8889,0.3684,10552
4,DOWN,0.8938,0.3626,10553
4,DOWN,0.8977,0.3918,10548
4,DOWN,0.9019,0.4094,10545
4,DOWN,0.9068,0.386,10549
4,DOWN,0.9118,0.3684,10552
4,DOWN,0.9165,0.3801,10550
4,DOWN,0.9208,0.386,10549
4,DOWN,0.9257,0.3801,10550
4,DOWN,0.9306,0.4386,10540
4,DOWN,0.9355,0.3684,10552
4,DOWN,0.9395,0.3684,10552
4,DOWN,0.9446,0.3743,10551
4,DOWN,0.9494,0.3743,10551
4,DOWN,0.9546,0.3684,10552
4,DOWN,0.9594,0.386,10549
4,DOWN,0.9644,0.3684,10552
4,DOWN,0.9693,0.3684,10552
4,DOWN,0.9744,0.3684,10552
4,DOWN,0.9792,0.3743,10551
4,DOWN,0.9843,0.4152,10544
4,DOWN,0.9892,0.3509,10555
4,DOWN,0.9941,0.3743,10551
4,DOWN,0.998,0.3918,10548
4,DOWN,1.0023,0.386,10549
4,DOWN,1.0071,0.4094,10545
4,DOWN,1.012,0.4211,10543
4,DOWN,1.0159,0.4269,10542
4,DOWN,1.021,0.3684,10552
4,DOWN,1.0259,0.3918,10548
4,DOWN,1.0308,0.386,10549
4,DOWN,1.0347,0.3684,10552
4,DOWN,1.039,0.3801,10550
4,DOWN,1.0438,0.3743,10551
4,DOWN,1.0488,0.3626,10553
4,DOWN,1.0537,0.3743,10551
4,DOWN,1.0586,0.3684,10552
4,DOWN,1.0637,0.4444,10539
4,DOWN,1.0686,0.3801,10550
4,DOWN,1.0735,0.3626,10553
4,DOWN,1.0774,0.4269,10542
4,DOWN,1.0816,0.386,10549
4,DOWN,1.0865,0.3918,10548
4,DOWN,1.0915,0.3801,10550
4,DOWN,1.0964,0.4152,10544
4,DOWN,1.1003,0.3743,10551
5,UP,-0.0016,0.4269,10542
5,UP,0.0034,0.9883,10446
5,UP,0.0082,1.3875,10382
5,UP,0.0133,1.6375,10342
5,UP,0.0182,1.7188,10329
5,UP,0.0231,1.5125,10362
5,UP,0.028,1.2063,10411
5,UP,0.0319,0.8421,10471
5,UP,0.0362,0.6608,10502
5,UP,0.041,0.7076,10494
5,UP,0.0459,0.655,10503
5,UP,0.0508,0.655,10503
5,UP,0.0547,0.6667,10501
5,UP,0.059,0.6023,10512
5,UP,0.0639,0.6023,10512
5,UP,0.0688,0.614,10510
5,UP,0.0737,0.6023,10512
5,UP,0.0786,0.614,10510
5,UP,0.0836,0.5848,10515
5,UP,0.0875,0.5965,10513
5,UP,0.0917,0.5848,10515
5,UP,0.0966,0.5731,10517
6,DOWN,-0.0034,0.5789,10516
6,DOWN,0.0014,0.5088,10528
6,DOWN,0.0056,0.3392,10557
6,DOWN,0.0105,0.4795,10533
6,DOWN,0.0154,0.5029,10529
6,DOWN,0.0203,0.3743,10551
6,DOWN,0.0242,0.3918,10548
6,DOWN,0.0285,0.4327,10541
6,DOWN,0.0334,0.3743,10551
6,DOWN,0.0382,0.3918,10548
6,DOWN,0.0421,0.4211,10543
6,DOWN,0.0473,0.3743,10551
6,DOWN,0.0524,0.3918,10548
6,DOWN,0.0572,0.3977,10547
6,DOWN,0.0621,0.386,10549
6,DOWN,0.066,0.386,10549
6,DOWN,0.0703,0.3977,10547
6,DOWN,0.075,0.386,10549
6,DOWN,0.0799,0.3743,10551
6,DOWN,0.0839,0.386,10549
6,DOWN,0.0881,0.3918,10548
6,DOWN,0.093,0.386,10549
6,DOWN,0.0979,0.386,10549
7,UP,-0.0032,0.3918,10548
7,UP,0.0017,0.8304,10473
7,UP,0.0068,1.3313,10391
7,UP,0.0116,1.575,10352
7,UP,0.0165,1.7,10332
7,UP,0.0216,1.575,10352
7,UP,0.0265,1.2688,10401
7,UP,0.0313,0.9298,10456
7,UP,0.0355,0.6199,10509
7,UP,0.0404,0.8012,10478
7,UP,0.0453,0.8187,10475
7,UP,0.0503,0.7251,10491
7,UP,0.0542,0.6316,10507
7,UP,0.0584,0.6725,10500
7,UP,0.0633,0.6199,10509
7,UP,0.0682,0.614,10510
7,UP,0.0732,0.6023,10512
7,UP,0.078,0.6023,10512
7,UP,0.0819,0.5673,10518
7,UP,0.0862,0.5673,10518
7,UP,0.0911,0.5789,10516
7,UP,0.096,0.5789,10516
8,DOWN,-0.004,0.5673,10518
8,DOWN,0.0009,0.5439,10522
8,DOWN,0.0048,0.4035,10546
8,DOWN,0.0091,0.462,10536
8,DOWN,0.014,0.4912,10531
8,DOWN,0.0189,0.386,10549
8,DOWN,0.0239,0.3918,10548
8,DOWN,0.0288,0.3977,10547
8,DOWN,0.0327,0.3509,10555
8,DOWN,0.037,0.3626,10553
8,DOWN,0.0418,0.3977,10547
8,DOWN,0.0469,0.3626,10553
8,DOWN,0.0518,0.4035,10546
8,DOWN,0.0567,0.3801,10550
8,DOWN,0.0616,0.3801,10550
8,DOWN,0.0667,0.4211,10543
8,DOWN,0.0716,0.4327,10541
8,DOWN,0.0764,0.3626,10553
8,DOWN,0.0816,0.4152,10544
8,DOWN,0.0863,0.3626,10553
8,DOWN,0.0903,0.4094,10545
8,DOWN,0.0945,0.4094,10545
8,DOWN,0.0993,0.4035,10546
8,DOWN,0.1044,0.3684,10552
8,DOWN,0.1093,0.3567,10554
8,DOWN,0.1144,0.4094,10545
8,DOWN,0.1193,0.3626,10553
8,DOWN,0.124,0.3567,10554
8,DOWN,0.1279,0.3743,10551
8,DOWN,0.1321,0.3626,10553
8,DOWN,0.1371,0.3626,10553
8,DOWN,0.142,0.3567,10554
8,DOWN,0.1469,0.3801,10550
8,DOWN,0.1518,0.3801,10550
8,DOWN,0.1557,0.3918,10548
8,DOWN,0.16,0.3684,10552
8,DOWN,0.1649,0.3743,10551
8,DOWN,0.1698,0.3801,10550
8,DOWN,0.1747,0.3743,10551
8,DOWN,0.1796,0.3684,10552
8,DOWN,0.1835,0.3801,10550
8,DOWN,0.1877,0.3684,10552
8,DOWN,0.1926,0.386,10549
8,DOWN,0.1976,0.3743,10551
8,DOWN,0.2025,0.3684,10552
8,DOWN,0.2064,0.386,10549
8,DOWN,0.2106,0.3801,10550
8,DOWN,0.2155,0.3801,10550
8,DOWN,0.2204,0.3684,10552
8,DOWN,0.2254,0.3567,10554
8,DOWN,0.2303,0.3801,10550
8,DOWN,0.2341,0.3626,10553
8,DOWN,0.2384,0.3743,10551
8,DOWN,0.2433,0.3567,10554
8,DOWN,0.2482,0.4035,10546
8,DOWN,0.2531,0.3626,10553
8,DOWN,0.257,0.3684,10552
8,DOWN,0.2613,0.3684,10552
8,DOWN,0.2662,0.3626,10553
8,DOWN,0.2711,0.386,10549
8,DOWN,0.276,0.3509,10555
8,DOWN,0.2809,0.3743,10551
8,DOWN,0.2858,0.3567,10554
8,DOWN,0.2897,0.3743,10551
8,DOWN,0.294,0.3801,10550
8,DOWN,0.2989,0.3684,10552
8,DOWN,0.3038,0.3801,10550
8,DOWN,0.3087,0.3626,10553
8,DOWN,0.3126,0.3567,10554
8,DOWN,0.3168,0.3626,10553
8,DOWN,0.3217,0.4269,10542
8,DOWN,0.3266,0.3684,10552
8,DOWN,0.3315,0.3743,10551
8,DOWN,0.3354,0.3567,10554
8,DOWN,0.3397,0.3684,10552
8,DOWN,0.3446,0.3684,10552
8,DOWN,0.3495,0.3743,10551
8,DOWN,0.3544,0.386,10549
8,DOWN,0.3593,0.386,10549
8,DOWN,0.3632,0.3626,10553
8,DOWN,0.3674,0.3684,10552
8,DOWN,0.3724,0.3392,10557
8,DOWN,0.3773,0.4094,10545
8,DOWN,0.3822,0.4094,10545
8,DOWN,0.3871,0.3626,10553
8,DOWN,0.391,0.3626,10553
8,DOWN,0.3953,0.3509,10555
8,DOWN,0.4002,0.3684,10552
8,DOWN,0.4051,0.3918,10548
8,DOWN,0.41,0.4094,10545
8,DOWN,0.4149,0.4094,10545
8,DOWN,0.4188,0.4152,10544
8,DOWN,0.423,0.4094,10545
8,DOWN,0.428,0.4094,10545
8,DOWN,0.4329,0.3918,10548
8,DOWN,0.4378,0.3567,10554
8,DOWN,0.4427,0.4094,10545
8,DOWN,0.4466,0.4035,10546
8,DOWN,0.4508,0.3509,10555
8,DOWN,0.4557,0.4094,10545
8,DOWN,0.4606,0.4152,10544
8,DOWN,0.4656,0.3392,10557
8,DOWN,0.4695,0.4211,10543
8,DOWN,0.4737,0.3626,10553
8,DOWN,0.4786,0.4152,10544
8,DOWN,0.4835,0.4211,10543
8,DOWN,0.4884,0.3684,10552
8,DOWN,0.4933,0.3626,10553
8,DOWN,0.4972,0.3918,10548
8,DOWN,0.5015,0.4269,10542
8,DOWN,0.5063,0.3801,10550
8,DOWN,0.5113,0.4152,10544
8,DOWN,0.5162,0.3509,10555
8,DOWN,0.5201,0.386,10549
8,DOWN,0.524,0.3626,10553
8,DOWN,0.5283,0.3684,10552
8,DOWN,0.5332,0.3918,10548
8,DOWN,0.5381,0.386,10549
8,DOWN,0.543,0.3567,10554
8,DOWN,0.5469,0.3684,10552
8,DOWN,0.5508,0.386,10549
8,DOWN,0.5551,0.3684,10552
8,DOWN,0.56,0.4211,10543
8,DOWN,0.5649,0.4094,10545
8,DOWN,0.5698,0.4152,10544
8,DOWN,0.5737,0.3509,10555
8,DOWN,0.5776,0.4094,10545
8,DOWN,0.5818,0.3626,10553
8,DOWN,0.5867,0.4211,10543
8,DOWN,0.5916,0.345,10556
8,DOWN,0.5966,0.3509,10555
8,DOWN,0.6005,0.4152,10544
8,DOWN,0.6047,0.4152,10544
8,DOWN,0.6097,0.4211,10543
8,DOWN,0.6145,0.3918,10548
8,DOWN,0.6194,0.4035,10546
8,DOWN,0.6233,0.3392,10557
8,DOWN,0.6276,0.3743,10551
8,DOWN,0.6325,0.3509,10555
8,DOWN,0.6374,0.3918,10548
8,DOWN,0.6423,0.3509,10555
8,DOWN,0.6472,0.3626,10553
8,DOWN,0.6511,0.3918,10548
8,DOWN,0.6553,0.3743,10551
8,DOWN,0.6603,0.3684,10552
8,DOWN,0.6652,0.386,10549
8,DOWN,0.6701,0.4152,10544
8,DOWN,0.675,0.4152,10544
8,DOWN,0.6789,0.4152,10544
8,DOWN,0.6832,0.3918,10548
8,DOWN,0.6881,0.3918,10548
8,DOWN,0.693,0.3918,10548
8,DOWN,0.6979,0.3801,10550
8,DOWN,0.7028,0.3743,10551
8,DOWN,0.7067,0.3626,10553
8,DOWN,0.7109,0.3801,10550
8,DOWN,0.7159,0.3801,10550
8,DOWN,0.7208,0.3977,10547
8,DOWN,0.7257,0.3977,10547
8,DOWN,0.7308,0.3977,10547
8,DOWN,0.7357,0.386,10549
8,DOWN,0.7406,0.3743,10551
8,DOWN,0.7456,0.3626,10553
8,DOWN,0.7495,0.3743,10551
8,DOWN,0.7534,0.3626,10553
8,DOWN,0.7576,0.4269,10542
8,DOWN,0.7625,0.3626,10553
8,DOWN,0.7674,0.4211,10543
8,DOWN,0.7724,0.3626,10553
8,DOWN,0.7762,0.3626,10553
8,DOWN,0.7805,0.3626,10553
8,DOWN,0.7854,0.3918,10548
8,DOWN,0.7904,0.3684,10552
8,DOWN,0.7951,0.386,10549
8,DOWN,0.7994,0.3684,10552
8,DOWN,0.8042,0.3743,10551
8,DOWN,0.8091,0.3743,10551
8,DOWN,0.814,0.3743,10551
8,DOWN,0.819,0.3567,10554
8,DOWN,0.8229,0.3801,10550
8,DOWN,0.8271,0.3684,10552
8,DOWN,0.832,0.3743,10551
8,DOWN,0.8369,0.3743,10551
8,DOWN,0.8418,0.3801,10550
8,DOWN,0.8457,0.3743,10551
8,DOWN,0.8497,0.3743,10551
8,DOWN,0.8539,0.4211,10543
8,DOWN,0.8588,0.4327,10541
8,DOWN,0.8637,0.3743,10551
8,DOWN,0.8686,0.3743,10551
8,DOWN,0.8725,0.3801,10550
8,DOWN,0.8767,0.3567,10554
8,DOWN,0.8817,0.4327,10541
8,DOWN,0.8866,0.3684,10552
8,DOWN,0.8915,0.4152,10544
8,DOWN,0.8964,0.3743,10551
8,DOWN,0.9003,0.386,10549
8,DOWN,0.9045,0.3684,10552
8,DOWN,0.9094,0.3626,10553
8,DOWN,0.9144,0.3743,10551
8,DOWN,0.9192,0.3801,10550
8,DOWN,0.9231,0.3743,10551
8,DOWN,0.9274,0.3743,10551
8,DOWN,0.9324,0.3801,10550
8,DOWN,0.9372,0.3743,10551
8,DOWN,0.9421,0.3567,10554
8,DOWN,0.947,0.3684,10552
8,DOWN,0.9509,0.3684,10552
8,DOWN,0.9552,0.3509,10555
8,DOWN,0.9601,0.3509,10555
8,DOWN,0.965,0.3626,10553
8,DOWN,0.9699,0.4094,10545
8,DOWN,0.9748,0.3626,10553
8,DOWN,0.9787,0.3626,10553
8,DOWN,0.983,0.3743,10551
8,DOWN,0.9879,0.3567,10554
8,DOWN,0.9928,0.4269,10542
8,DOWN,0.9977,0.3801,10550
8,DOWN,1.0026,0.3626,10553
8,DOWN,1.0065,0.3743,10551
8,DOWN,1.0108,0.3509,10555
8,DOWN,1.0157,0.3743,10551
8,DOWN,1.0206,0.3743,10551
8,DOWN,1.0255,0.3743,10551
8,DOWN,1.0295,0.386,10549
8,DOWN,1.0346,0.3626,10553
8,DOWN,1.0394,0.3743,10551
8,DOWN,1.0436,0.3684,10552
8,DOWN,1.0485,0.386,10549
8,DOWN,1.0536,0.386,10549
8,DOWN,1.0583,0.3743,10551
8,DOWN,1.0622,0.3743,10551
8,DOWN,1.0661,0.3567,10554
8,DOWN,1.0704,0.4211,10543
8,DOWN,1.0753,0.386,10549
8,DOWN,1.0802,0.4094,10545
8,DOWN,1.0851,0.3801,10550
8,DOWN,1.089,0.3743,10551
8,DOWN,1.0929,0.3567,10554
8,DOWN,1.0972,0.3801,10550
9,UP,-0.004,0.3626,10553
9,UP,0.001,0.6667,10501
9,UP,0.0058,1.1938,10413
9,UP,0.0109,1.4,10380
9,UP,0.0157,1.5312,10359
9,UP,0.0208,1.4438,10373
9,UP,0.0256,1.1812,10415
9,UP,0.0295,0.8538,10469
9,UP,0.0337,0.6023,10512
9,UP,0.0386,0.7076,10494
9,UP,0.0436,0.6491,10504
9,UP,0.0485,0.6199,10509
9,UP,0.0524,0.6257,10508
9,UP,0.0566,0.5906,10514
9,UP,0.0615,0.5965,10513
9,UP,0.0664,0.5789,10516
9,UP,0.0714,0.5614,10519
9,UP,0.0762,0.5731,10517
9,UP,0.0801,0.5789,10516
9,UP,0.0844,0.5614,10519
9,UP,0.0893,0.5731,10517
9,UP,0.0942,0.5439,10522
9,UP,0.0991,0.5848,10515
10,DOWN,-0.0019,0.5848,10515
10,DOWN,0.0024,0.4854,10532
10,DOWN,0.0072,0.3918,10548
10,DOWN,0.0121,0.4854,10532
10,DOWN,0.017,0.3743,10551
10,DOWN,0.0219,0.3918,10548
10,DOWN,0.0259,0.4503,10538
10,DOWN,0.0301,0.4211,10543
10,DOWN,0.0351,0.3684,10552
10,DOWN,0.04,0.4211,10543
10,DOWN,0.0449,0.3801,10550
10,DOWN,0.0498,0.3684,10552
10,DOWN,0.0549,0.3743,10551
10,DOWN,0.0598,0.3509,10555
10,DOWN,0.0647,0.3392,10557
10,DOWN,0.0696,0.3977,10547
10,DOWN,0.0735,0.3509,10555
10,DOWN,0.0777,0.3626,10553
10,DOWN,0.0827,0.4269,10542
10,DOWN,0.0876,0.3509,10555
10,DOWN,0.0925,0.3684,10552
10,DOWN,0.0964,0.3567,10554
10,DOWN,0.1007,0.3626,10553
11,UP,-0.0005,0.4971,10530
11,UP,0.0045,1.0375,10438
11,UP,0.0094,1.375,10384
11,UP,0.0143,1.525,10360
11,UP,0.0195,1.4688,10369
11,UP,0.0242,1.1687,10417
11,UP,0.0294,0.7661,10484
11,UP,0.0341,0.5965,10513
11,UP,0.0393,0.7135,10493
11,UP,0.0442,0.6491,10504
11,UP,0.0491,0.5906,10514
11,UP,0.053,0.5906,10514
11,UP,0.0569,0.6023,10512
11,UP,0.0612,0.5322,10524
11,UP,0.0661,0.5965,10513
11,UP,0.0709,0.5965,10513
11,UP,0.0748,0.5848,10515
11,UP,0.0799,0.6082,10511
11,UP,0.0848,0.6433,10505
11,UP,0.09,0.614,10510
11,UP,0.0949,0.538,10523
11,UP,0.0998,0.5614,10519
12,DOWN,-0.0004,0.5731,10517
12,DOWN,0.0047,0.345,10556
12,DOWN,0.0097,0.4211,10543
12,DOWN,0.0146,0.4152,10544
12,DOWN,0.0196,0.3977,10547
12,DOWN,0.0244,0.3743,10551
12,DOWN,0.0294,0.3743,10551
12,DOWN,0.0333,0.345,10556
12,DOWN,0.0375,0.3392,10557
12,DOWN,0.0424,0.3626,10553
12,DOWN,0.0473,0.345,10556
12,DOWN,0.0522,0.345,10556
12,DOWN,0.0571,0.3684,10552
12,DOWN,0.061,0.3509,10555
12,DOWN,0.0653,0.3392,10557
12,DOWN,0.0702,0.345,10556
12,DOWN,0.0751,0.3509,10555
12,DOWN,0.08,0.3392,10557
12,DOWN,0.0839,0.3392,10557
12,DOWN,0.0882,0.3216,10560
12,DOWN,0.0931,0.3509,10555
12,DOWN,0.098,0.3392,10557
12,DOWN,0.1029,0.3275,10559
12,DOWN,0.1078,0.3392,10557
12,DOWN,0.1118,0.3392,10557
12,DOWN,0.1169,0.3333,10558
12,DOWN,0.1218,0.345,10556
12,DOWN,0.1267,0.3333,10558
12,DOWN,0.1306,0.3509,10555
12,DOWN,0.1348,0.3626,10553
12,DOWN,0.1397,0.3509,10555
12,DOWN,0.1446,0.3626,10553
12,DOWN,0.1495,0.3392,10557
12,DOWN,0.1534,0.345,10556
12,DOWN,0.1577,0.345,10556
12,DOWN,0.1626,0.3392,10557
